userID	artistID	weight
9	390	381
9	391	367
9	392	364
9	393	357
9	394	345
9	395	319
9	396	307
9	397	307
9	398	306
9	399	292
9	400	290
9	401	289
9	402	280
9	403	273
9	404	273
9	405	267
9	406	260
9	407	249
9	408	249
9	409	242
9	410	241
9	411	237
9	412	236
9	413	234
9	414	229
9	415	228
10	154	177
10	159	225
10	196	1137
10	199	1386
10	200	306
10	208	310
10	217	761
10	219	189
10	225	1297
10	228	279
10	229	992
10	416	3132
10	417	1584
10	418	1056
10	419	1029
10	420	1023
10	421	956
10	422	878
10	423	845
10	424	797
10	425	729
10	426	603
10	427	583
10	428	578
10	429	573
10	430	560
10	431	546
10	432	527
10	433	483
10	434	455
10	435	367
10	436	317
10	437	315
10	438	308
10	439	291
10	440	247
10	441	238
10	442	235
10	443	229
10	444	208
10	445	204
10	446	199
10	447	189
10	448	178
10	449	177
10	450	173
10	451	169
10	452	165
10	453	161
10	454	157
11	67	229
11	89	3384
11	157	1007
11	230	329
11	234	370
11	288	749
11	289	3851
11	292	555
11	294	264
11	295	521
11	300	347
11	301	306
11	304	1031
11	306	249
11	325	298
11	327	337
11	329	553
11	344	243
11	349	341
11	455	4416
11	456	1951
11	457	1788
11	458	1708
11	459	1567
11	460	1531
11	461	1500
11	462	1318
11	463	1235
11	464	1117
11	465	1006
11	466	956
11	467	793
11	468	719
11	469	552
11	470	548
11	471	537
11	472	514
11	473	441
11	474	425
11	475	424
11	476	337
11	477	336
11	478	329
11	479	321
11	480	314
11	481	293
11	482	251
11	483	247
11	484	244
11	485	238
12	72	2144
12	189	2976
12	191	4259
12	230	2110
12	288	3072
12	300	1064
12	333	23961
12	344	5489
12	377	59695
12	378	31617
12	405	1034
12	407	1600
12	466	1485
12	486	24097
12	487	7867
12	488	7425
12	489	7399
12	490	4527
12	491	3837
12	492	3823
12	493	3727
12	494	3648
12	495	3526
12	496	3407
12	497	3226
12	498	3134
12	499	3080
12	500	2471
12	501	2378
12	502	2303
12	503	1714
12	504	1646
12	505	1596
12	506	1591
12	507	1547
12	508	1495
12	509	1434
12	510	1341
12	511	1278
12	512	1260
12	513	1250
12	514	1227
12	515	1222
12	516	1183
12	517	1177
12	518	1001
12	519	982
12	520	953
12	521	939
12	522	927
13	55	6
13	67	9
13	89	3967
13	173	6
13	228	6
13	292	4
13	295	2
13	298	16
13	299	4
13	300	2
13	302	9
13	310	17
13	316	4
13	318	2
13	325	3
13	328	12
13	333	38
13	344	2
13	349	3
13	352	2
13	378	2
13	461	3
13	466	4
13	498	6
13	523	10
13	524	8
13	525	6
13	526	6
13	527	4
13	528	4
13	529	3
13	530	3
13	531	3
13	532	3
13	533	2
13	534	2
13	535	2
13	536	2
13	537	2
13	538	2
13	539	2
13	540	2
13	541	2
13	542	2
13	543	2
13	544	2
13	545	2
13	546	2
13	547	2
13	548	2
14	549	1259
14	550	908
14	551	850
14	552	849
14	553	843
14	554	834
14	555	831
14	556	812
14	557	809
14	558	772
14	559	768
14	560	765
14	561	724
14	562	710
14	563	706
14	564	676
14	565	674
14	566	671
14	567	670
14	568	665
14	569	656
14	570	655
14	571	654
14	572	653
14	573	653
14	574	650
14	575	648
14	576	646
14	577	645
14	578	638
14	579	635
14	580	634
14	581	634
14	582	633
14	583	632
14	584	632
14	585	631
14	586	627
14	587	621
14	588	619
14	589	619
14	590	618
14	591	612
14	592	610
14	593	610
14	594	609
14	595	607
14	596	602
14	597	601
14	598	601
15	69	242
15	154	751
15	159	297
15	197	599
15	203	352
15	205	477
15	212	242
15	215	253
15	218	246
15	222	235
15	227	747
15	233	464
15	266	247
15	429	366
15	511	740
15	599	1141
15	600	835
15	601	557
15	602	546
15	603	484
15	604	484
15	605	470
15	606	466
15	607	443
15	608	412
15	609	407
15	610	404
15	611	404
15	612	380
15	613	373
15	614	351
15	615	350
15	616	346
15	617	341
15	618	340
15	619	337
15	620	328
15	621	306
15	622	302
15	623	295
15	624	294
15	625	279
15	626	261
15	627	258
15	628	255
15	629	251
15	630	230
15	631	226
15	632	226
15	633	223
16	89	849
16	161	459
16	346	264
16	386	154
16	532	251
16	634	889
16	635	750
16	636	617
16	637	502
16	638	487
16	639	457
16	640	392
16	641	391
16	642	389
16	643	367
16	644	366
16	645	311
16	646	308
16	647	307
16	648	292
16	649	257
16	650	251
16	651	250
16	652	231
16	653	228
16	654	217
16	655	217
16	656	214
16	657	209
16	658	195
16	659	190
16	660	174
16	661	167
16	662	166
16	663	165
16	664	153
16	665	150
16	666	149
16	667	148
16	668	147
16	669	147
16	670	146
16	671	144
16	672	144
16	673	143
16	674	141
16	675	141
16	676	139
16	677	139
16	678	137
17	56	242
17	67	303
17	89	1255
17	229	610
17	230	120
17	288	129
17	289	118
17	292	110
17	298	215
17	300	1089
17	306	144
17	324	306
17	325	219
17	344	1804
17	403	101
17	461	984
17	464	266
17	466	925
17	498	1544
17	526	104
17	528	321
17	538	188
17	544	426
17	548	1446
17	679	14436
17	680	891
17	681	879
17	682	651
17	683	474
17	684	462
17	685	381
17	686	373
17	687	370
17	688	338
17	689	270
17	690	243
17	691	208
17	692	190
17	693	188
17	694	187
17	695	172
17	696	170
17	697	168
17	698	146
17	699	121
17	700	116
17	701	115
17	702	109
17	703	107
17	704	105
18	56	186
18	65	234
18	71	401
18	72	404
18	88	258
18	163	230
18	174	332
18	190	544
18	220	623
18	227	630
18	230	400
18	378	204
18	389	393
18	511	496
18	533	576
18	705	2187
18	706	853
18	707	838
18	708	682
18	709	660
18	710	646
18	711	603
18	712	518
18	713	500
18	714	427
18	715	426
18	716	409
18	717	363
18	718	359
18	719	359
18	720	318
18	721	298
18	722	283
18	723	277
18	724	246
18	725	245
18	726	241
18	727	240
18	728	236
18	729	232
18	730	222
18	731	219
18	732	216
18	733	215
18	734	197
18	735	192
18	736	181
18	737	171
18	738	171
18	739	170
20	56	108
20	88	111
20	141	987
20	163	119
20	201	118
20	504	154
20	512	290
20	743	483
20	744	375
20	745	304
20	746	285
20	747	274
20	748	268
20	749	261
20	750	245
20	751	242
20	752	239
20	753	202
20	754	185
20	755	174
20	756	171
20	757	167
20	758	162
20	759	160
20	760	156
20	761	149
20	762	141
20	763	137
20	764	133
20	765	130
20	766	129
20	767	124
20	768	122
20	769	120
20	770	116
20	771	113
20	772	108
20	773	108
20	774	103
20	775	102
20	776	100
20	777	99
20	778	99
20	779	99
20	780	98
20	781	98
20	782	97
20	783	96
20	784	96
20	785	95
21	55	4097
21	67	219
21	71	110
21	89	406
21	288	474
21	289	4620
21	292	437
21	293	599
21	295	152
21	298	149
21	299	516
21	300	252
21	302	118
21	306	138
21	310	187
21	318	215
21	325	202
21	352	116
21	461	436
21	465	122
21	466	222
21	476	432
21	523	186
21	531	188
21	535	1953
21	543	210
21	660	180
21	674	220
21	679	159
21	681	118
21	686	764
21	701	732
21	786	734
21	787	426
21	788	424
21	789	400
21	790	369
21	791	271
21	792	263
21	793	228
21	794	215
21	795	183
21	796	178
21	797	164
21	798	145
21	799	127
21	800	120
21	801	120
21	802	99
21	803	98
22	412	677
22	503	6257
22	514	939
22	804	3804
22	805	2548
22	806	2501
22	807	2352
22	808	2334
22	809	2301
22	810	2160
22	811	2153
22	812	1833
22	813	1742
22	814	1627
22	815	1451
22	816	1401
22	817	1284
22	818	1190
22	819	1190
22	820	1158
22	821	1044
22	822	1032
22	823	999
22	824	945
22	825	902
22	826	866
22	827	858
22	828	770
22	829	759
22	830	743
22	831	731
22	832	702
22	833	685
22	834	684
22	835	676
22	836	635
22	837	634
22	838	627
22	839	615
22	840	609
22	841	602
22	842	560
22	843	553
22	844	543
22	845	539
22	846	538
22	847	534
22	848	529
22	849	523
22	850	505
23	7	212
23	72	1752
23	152	330
23	159	401
23	163	124
23	181	297
23	220	112
23	226	292
23	227	143
23	233	379
23	420	117
23	436	242
23	511	752
23	599	652
23	615	131
23	707	176
23	851	2897
23	852	956
23	853	772
23	854	508
23	855	419
23	856	240
23	857	238
23	858	235
23	859	226
23	860	217
23	861	215
23	862	210
23	863	200
23	864	193
23	865	192
23	866	190
23	867	189
23	868	186
23	869	171
23	870	168
23	871	154
23	872	153
23	873	150
23	874	142
23	875	138
23	876	124
23	877	120
23	878	119
23	879	118
23	880	118
23	881	116
23	882	115
23	883	110
23	884	110
24	55	5956
24	67	6917
24	89	661
24	157	538
24	167	1412
24	229	2443
24	257	1203
24	258	531
24	285	586
24	288	677
24	289	1192
24	291	516
24	295	506
24	298	1226
24	300	1729
24	301	432
24	302	1037
24	310	677
24	316	1998
24	333	466
24	340	720
24	425	851
24	437	796
24	526	550
24	689	1720
24	690	475
24	709	875
24	786	1694
24	789	4466
24	885	2776
24	886	1999
24	887	1484
24	888	1114
24	889	1025
24	890	833
24	891	776
24	892	742
24	893	677
24	894	675
24	895	662
24	896	633
24	897	606
24	898	546
24	899	538
24	900	518
24	901	518
24	902	517
24	903	477
24	904	462
24	905	416
25	55	185
25	67	278
25	89	311
25	155	235
25	157	1694
25	288	208
25	289	1623
25	290	95
25	292	404
25	293	81
25	294	141
25	295	312
25	296	1765
25	302	120
25	308	205
25	309	239
25	310	77
25	311	76
25	314	160
25	318	431
25	325	244
25	328	191
25	329	425
25	331	153
25	349	231
25	350	1146
25	352	207
25	354	747
25	455	3009
25	459	96
25	462	82
25	469	355
25	476	1759
25	484	177
25	531	186
25	543	96
25	701	130
25	786	593
25	800	194
25	906	3004
25	907	271
25	908	222
25	909	173
25	910	150
25	911	133
25	912	97
25	913	89
25	914	81
25	915	80
25	916	78
26	6	550
26	25	177
26	511	1813
26	707	278
26	718	250
26	841	151
26	917	3967
26	918	2199
26	919	1818
26	920	1622
26	921	1356
26	922	1223
26	923	1176
26	924	1140
26	925	1088
26	926	812
26	927	794
26	928	715
26	929	682
26	930	633
26	931	522
26	932	503
26	933	493
26	934	433
26	935	433
26	936	376
26	937	334
26	938	328
26	939	316
26	940	314
26	941	313
26	942	284
26	943	279
26	944	269
26	945	264
26	946	263
26	947	247
26	948	226
26	949	218
26	950	205
26	951	198
26	952	194
26	953	184
26	954	175
26	955	170
26	956	165
26	957	142
26	958	127
26	959	123
26	960	115
27	51	85
27	67	117
27	152	200
27	172	106
27	183	156
27	328	86
27	348	86
27	423	408
27	463	159
27	548	144
27	614	102
27	641	89
27	644	71
27	689	80
27	701	214
27	703	226
27	726	153
27	861	72
27	917	81
27	961	226
27	962	198
27	963	184
27	964	172
27	965	157
27	966	137
27	967	131
27	968	114
27	969	108
27	970	103
27	971	102
27	972	100
27	973	99
27	974	97
27	975	96
27	976	92
27	977	81
27	978	73
27	979	72
27	980	70
27	981	67
27	982	66
27	983	66
27	984	65
27	985	64
27	986	62
27	987	62
27	988	61
27	989	60
27	990	60
27	991	58
28	51	10
28	59	8
28	61	8
28	72	8
28	85	14
28	91	11
28	100	14
28	193	27
28	366	10
28	905	7
28	992	18
28	993	16
28	994	15
28	995	15
28	996	14
28	997	13
28	998	13
28	999	12
28	1000	12
28	1001	11
28	1002	11
28	1003	11
28	1004	10
28	1005	10
28	1006	9
28	1007	9
28	1008	9
28	1009	9
28	1010	9
28	1011	9
28	1012	8
28	1013	8
28	1014	8
28	1015	8
28	1016	8
28	1017	8
28	1018	8
28	1019	7
28	1020	7
28	1021	7
28	1022	7
28	1023	7
28	1024	7
28	1025	7
28	1026	7
28	1027	7
28	1028	7
28	1029	7
28	1030	7
28	1031	7
29	55	404
29	89	153
29	161	30
29	209	23
29	288	42
29	289	79
29	292	34
29	300	68
29	302	121
29	317	33
29	318	24
29	328	62
29	333	337
29	378	27
29	455	26
29	461	40
29	464	32
29	466	501
29	472	63
29	481	57
29	498	445
29	500	56
29	528	131
29	531	32
29	534	23
29	537	201
29	543	53
29	679	293
29	686	144
29	687	2000
29	704	253
29	706	33
29	908	29
29	951	59
29	966	28
29	1032	300
29	1033	163
29	1034	150
29	1035	134
29	1036	106
29	1037	85
29	1038	77
29	1039	68
29	1040	63
29	1041	51
29	1042	49
29	1043	48
29	1044	42
29	1045	32
29	1046	23
30	89	648
30	190	120
30	228	209
30	229	152
30	230	259
30	234	165
30	288	203
30	289	1231
30	291	102
30	295	184
30	300	512
30	304	235
30	315	418
30	318	305
30	321	671
30	325	131
30	333	522
30	344	148
30	355	84
30	455	105
30	456	130
30	461	1375
30	465	184
30	471	89
30	481	192
30	498	1604
30	521	560
30	538	95
30	646	110
30	679	321
30	680	202
30	687	131
30	793	565
30	908	90
30	951	119
30	966	78
30	1043	255
30	1047	1725
30	1048	1433
30	1049	267
30	1050	212
30	1051	166
30	1052	158
30	1053	136
30	1054	136
30	1055	127
30	1056	109
30	1057	103
30	1058	81
30	1059	77
31	30	150
31	55	147
31	56	269
31	59	131
31	67	39
31	72	17561
31	77	99
31	159	48
31	227	126
31	238	108
31	289	395
31	515	36
31	534	266
31	603	56
31	757	178
31	875	193
31	880	440
31	959	68
31	972	463
31	1001	1360
31	1028	152
31	1060	887
31	1061	876
31	1062	522
31	1063	439
31	1064	422
31	1065	331
31	1066	262
31	1067	251
31	1068	188
31	1069	182
31	1070	182
31	1071	108
31	1072	93
31	1073	90
31	1074	88
31	1075	88
31	1076	69
31	1077	68
31	1078	67
31	1079	64
31	1080	63
31	1081	58
31	1082	58
31	1083	55
31	1084	52
31	1085	50
31	1086	49
31	1087	47
31	1088	40
32	72	236
32	88	859
32	154	435
32	155	261
32	159	307
32	170	410
32	173	5023
32	190	1837
32	196	143
32	200	246
32	203	3554
32	217	119
32	220	327
32	227	520
32	230	162
32	234	289
32	377	169
32	418	244
32	428	388
32	429	848
32	441	1180
32	447	329
32	493	208
32	533	278
32	599	194
32	620	216
32	808	123
32	851	5364
32	857	260
32	875	268
32	1089	2185
32	1090	1352
32	1091	659
32	1092	442
32	1093	431
32	1094	389
32	1095	310
32	1096	288
32	1097	287
32	1098	223
32	1099	221
32	1100	211
32	1101	201
32	1102	180
32	1103	158
32	1104	157
32	1105	144
32	1106	138
32	1107	128
32	1108	118
33	56	1129
33	152	940
33	183	637
33	188	1383
33	233	1535
33	418	1130
33	607	315
33	614	1113
33	632	318
33	964	759
33	968	354
33	977	374
33	1098	964
33	1109	3338
33	1110	3248
33	1111	2350
33	1112	2107
33	1113	1493
33	1114	1482
33	1115	1385
33	1116	1363
33	1117	1017
33	1118	996
33	1119	874
33	1120	858
33	1121	770
33	1122	689
33	1123	683
33	1124	681
33	1125	584
33	1126	576
33	1127	545
33	1128	467
33	1129	461
33	1130	438
33	1131	433
33	1132	386
33	1133	356
33	1134	347
33	1135	305
33	1136	296
33	1137	287
33	1138	246
33	1139	226
33	1140	219
33	1141	209
33	1142	209
33	1143	200
33	1144	196
33	1145	189
34	1	212
34	53	211
34	59	1455
34	70	341
34	72	1881
34	163	1416
34	173	775
34	196	578
34	199	1551
34	220	394
34	225	1075
34	226	366
34	227	908
34	229	235
34	390	2952
34	397	394
34	416	3801
34	418	454
34	430	185
34	441	2261
34	511	246
34	599	1387
34	622	412
34	717	1797
34	851	533
34	959	384
34	1109	208
34	1146	2101
34	1147	1761
34	1148	962
34	1149	771
34	1150	746
34	1151	658
34	1152	497
34	1153	490
34	1154	399
34	1155	354
34	1156	306
34	1157	297
34	1158	292
34	1159	285
34	1160	268
34	1161	265
34	1162	208
34	1163	201
34	1164	194
34	1165	194
34	1166	189
34	1167	182
34	1168	180
35	186	1
35	212	4
35	444	1
35	920	1
35	964	1
35	1169	3
35	1170	2
35	1171	1
35	1172	1
35	1173	1
35	1174	1
35	1175	1
35	1176	1
35	1177	1
35	1178	1
36	45	321
36	198	274
36	209	262
36	230	254
36	333	318
36	430	448
36	464	292
36	470	345
36	481	308
36	488	358
36	493	611
36	497	782
36	500	497
36	537	258
36	540	629
36	687	1524
36	768	1417
36	779	709
36	805	952
36	808	1089
36	816	1420
36	966	358
36	1035	341
36	1043	305
36	1046	947
36	1047	1080
36	1091	361
36	1179	1126
36	1180	900
36	1181	765
36	1182	739
36	1183	718
36	1184	688
36	1185	675
36	1186	569
36	1187	535
36	1188	519
36	1189	494
36	1190	476
36	1191	424
36	1192	379
36	1193	352
36	1194	335
36	1195	315
36	1196	313
36	1197	301
36	1198	283
36	1199	275
36	1200	253
36	1201	252
37	157	434
37	227	441
37	233	434
37	374	252
37	565	274
37	578	330
37	599	308
37	631	1395
37	845	273
37	875	238
37	1098	276
37	1112	213
37	1150	278
37	1202	527
37	1203	474
37	1204	330
37	1205	313
37	1206	313
37	1207	312
37	1208	303
37	1209	298
37	1210	290
37	1211	288
37	1212	287
37	1213	285
37	1214	283
37	1215	281
37	1216	270
37	1217	268
37	1218	265
37	1219	262
37	1220	261
37	1221	261
37	1222	258
37	1223	258
37	1224	253
37	1225	252
37	1226	250
37	1227	247
37	1228	241
37	1229	235
37	1230	229
37	1231	223
37	1232	221
37	1233	219
37	1234	217
37	1235	215
37	1236	215
37	1237	213
37	1238	212
38	56	74
38	65	3008
38	88	792
38	89	20
38	176	25
38	182	507
38	187	21
38	190	134
38	203	180
38	227	118
38	228	153
38	229	967
38	288	7
38	298	24
38	300	95
38	306	33
38	333	74
38	342	56
38	344	122
38	366	42
38	421	100
38	466	49
38	486	9
38	489	9
38	498	1764
38	511	593
38	533	379
38	562	26
38	614	12
38	679	680
38	689	149
38	691	33
38	701	55
38	951	71
38	959	68
38	982	1235
38	1090	64
38	1151	15
38	1239	68
38	1240	68
38	1241	65
38	1242	40
38	1243	24
38	1244	19
38	1245	19
38	1246	15
38	1247	13
38	1248	12
38	1249	7
39	13	76
39	19	57
39	47	50
39	81	52
39	181	71
39	841	93
39	843	54
39	954	91
39	1250	320
39	1251	124
39	1252	119
39	1253	109
39	1254	108
39	1255	106
39	1256	90
39	1257	90
39	1258	85
39	1259	80
39	1260	74
39	1261	74
39	1262	74
39	1263	72
39	1264	70
39	1265	67
39	1266	66
39	1267	66
39	1268	65
39	1269	63
39	1270	63
39	1271	60
39	1272	59
39	1273	59
39	1274	58
39	1275	58
39	1276	58
39	1277	57
39	1278	57
39	1279	57
39	1280	56
39	1281	55
39	1282	55
39	1283	55
39	1284	53
39	1285	53
39	1286	53
39	1287	53
39	1288	52
39	1289	52
39	1290	51
39	1291	51
40	32	411
40	34	1585
40	38	404
40	1020	196
40	1066	366
40	1292	1351
40	1293	1097
40	1294	1046
40	1295	969
40	1296	927
40	1297	845
40	1298	777
40	1299	730
40	1300	591
40	1301	543
40	1302	524
40	1303	481
40	1304	454
40	1305	450
40	1306	385
40	1307	337
40	1308	328
40	1309	317
40	1310	297
40	1311	296
40	1312	286
40	1313	275
40	1314	272
40	1315	272
40	1316	256
40	1317	255
40	1318	253
40	1319	251
40	1320	233
40	1321	228
40	1322	223
40	1323	216
40	1324	215
40	1325	210
40	1326	205
40	1327	200
40	1328	199
40	1329	196
40	1330	192
40	1331	187
40	1332	184
40	1333	178
40	1334	177
40	1335	176
40	1336	167
41	706	1118
41	843	637
41	917	7225
41	918	2266
41	922	1453
41	928	845
41	942	3522
41	947	806
41	954	580
41	957	650
41	1257	1085
41	1261	1055
41	1337	2498
41	1338	1955
41	1339	1888
41	1340	1460
41	1341	1216
41	1342	998
41	1343	860
41	1344	847
41	1345	832
41	1346	779
41	1347	773
41	1348	760
41	1349	705
41	1350	624
41	1351	607
41	1352	546
41	1353	535
41	1354	501
41	1355	485
41	1356	452
41	1357	451
41	1358	433
41	1359	430
41	1360	400
41	1361	395
41	1362	385
41	1363	379
41	1364	349
41	1365	341
41	1366	336
41	1367	305
41	1368	302
41	1369	299
41	1370	297
41	1371	296
41	1372	292
41	1373	292
41	1374	277
42	65	1897
42	89	122
42	154	1637
42	173	199
42	182	670
42	184	558
42	190	2336
42	191	161
42	204	704
42	221	707
42	225	192
42	228	150
42	229	1209
42	288	251
42	289	197
42	291	377
42	302	292
42	319	132
42	377	168
42	378	1050
42	425	213
42	472	164
42	511	130
42	534	136
42	538	704
42	689	271
42	962	131
42	966	527
42	1048	125
42	1052	146
42	1090	413
42	1375	1046
42	1376	568
42	1377	484
42	1378	330
42	1379	301
42	1380	294
42	1381	288
42	1382	277
42	1383	266
42	1384	226
42	1385	174
42	1386	153
42	1387	149
42	1388	147
42	1389	142
42	1390	135
42	1391	131
42	1392	118
42	1393	118
43	53	289
43	56	2691
43	58	162
43	64	6390
43	65	635
43	70	192
43	80	431
43	81	207
43	84	137
43	88	582
43	89	301
43	154	1561
43	190	409
43	207	214
43	227	323
43	229	231
43	230	133
43	238	314
43	278	121
43	306	234
43	328	1045
43	329	251
43	331	133
43	377	1028
43	475	175
43	486	227
43	603	156
43	748	3115
43	757	247
43	907	188
43	1009	171
43	1098	211
43	1099	1227
43	1394	1015
43	1395	548
43	1396	452
43	1397	380
43	1398	268
43	1399	255
43	1400	250
43	1401	225
43	1402	211
43	1403	187
43	1404	180
43	1405	171
43	1406	152
43	1407	129
43	1408	128
43	1409	123
43	1410	120
44	15	117
44	25	145
44	67	162
44	152	132
44	163	915
44	190	312
44	215	335
44	226	130
44	227	1493
44	234	156
44	418	628
44	436	331
44	562	389
44	609	186
44	614	555
44	615	184
44	630	289
44	706	629
44	707	469
44	717	178
44	718	181
44	735	463
44	854	772
44	868	136
44	917	425
44	918	177
44	957	109
44	964	468
44	982	138
44	1119	397
44	1131	120
44	1216	192
44	1369	168
44	1411	793
44	1412	667
44	1413	532
44	1414	348
44	1415	266
44	1416	255
44	1417	249
44	1418	235
44	1419	196
44	1420	194
44	1421	185
44	1422	161
44	1423	123
44	1424	118
44	1425	115
44	1426	112
44	1427	107
45	89	2319
45	161	443
45	288	6497
45	289	548
45	291	143
45	292	515
45	293	370
45	295	174
45	300	851
45	302	113
45	306	822
45	310	189
45	320	264
45	325	148
45	332	139
45	333	154
45	349	615
45	461	1916
45	466	307
45	543	418
45	641	276
45	646	4510
45	701	1171
45	787	180
45	790	318
45	792	178
45	795	219
45	802	11126
45	1428	4376
45	1429	862
45	1430	518
45	1431	351
45	1432	293
45	1433	263
45	1434	261
45	1435	258
45	1436	255
45	1437	223
45	1438	222
45	1439	205
45	1440	185
45	1441	174
45	1442	154
45	1443	129
45	1444	123
45	1445	122
45	1446	114
45	1447	112
45	1448	109
45	1449	109
46	89	2199
46	288	31427
46	289	1016
46	290	669
46	291	248
46	292	1052
46	295	3269
46	299	527
46	300	3579
46	301	668
46	302	284
46	306	1989
46	314	816
46	320	320
46	325	929
46	327	313
46	328	394
46	330	240
46	333	1165
46	344	278
46	349	1668
46	352	254
46	458	1562
46	461	973
46	464	3052
46	466	4521
46	475	220
46	484	256
46	498	688
46	542	417
46	646	671
46	679	252
46	681	559
46	686	746
46	701	993
46	802	927
46	908	234
46	1032	560
46	1037	1293
46	1042	401
46	1051	341
46	1428	1073
46	1450	668
46	1451	644
46	1452	555
46	1453	456
46	1454	268
46	1455	264
46	1456	234
46	1457	216
47	182	211
47	230	7454
47	257	346
47	288	1194
47	289	12197
47	291	781
47	292	1075
47	293	451
47	294	302
47	298	642
47	299	340
47	300	545
47	302	481
47	304	589
47	310	834
47	317	243
47	318	1344
47	325	607
47	333	1001
47	344	998
47	455	663
47	456	1743
47	461	1679
47	464	231
47	465	336
47	466	2098
