@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute var_0033 real
@attribute var_0034 real
@attribute var_0035 real
@attribute var_0036 real
@attribute var_0037 real
@attribute var_0038 real
@attribute var_0039 real
@attribute var_0040 real
@attribute var_0041 real
@attribute var_0042 real
@attribute var_0043 real
@attribute var_0044 real
@attribute var_0045 real
@attribute var_0046 real
@attribute var_0047 real
@attribute var_0048 real
@attribute var_0049 real
@attribute var_0050 real
@attribute var_0051 real
@attribute var_0052 real
@attribute var_0053 real
@attribute var_0054 real
@attribute var_0055 real
@attribute var_0056 real
@attribute var_0057 real
@attribute var_0058 real
@attribute var_0059 real
@attribute var_0060 real
@attribute var_0061 real
@attribute var_0062 real
@attribute var_0063 real
@attribute var_0064 real
@attribute var_0065 real
@attribute var_0066 real
@attribute var_0067 real
@attribute var_0068 real
@attribute var_0069 real
@attribute var_0070 real
@attribute var_0071 real
@attribute var_0072 real
@attribute var_0073 real
@attribute var_0074 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 16384, 32768, 65536, 131072, 262144, 524288, 1048576, 2097152}

@data
0.473624, 0.00129813, 0.702779, 0.146454, 0.00629648, 0.815425, 0.613793, 0.257701, 0.0167744, 0.902534, 0.000499256, 0.00716641, 0.686828, 0.256246, 0.919711, 0.225053, -0.0140102, 0.666898, 0.577748, -0.0128991, 0.97976, 0.581746, -0.00334492, 0.0768621, 0.474201, 0.792027, 0.489108, -0.00935591, 0.609317, 0.174633, 0.932774, 0.591964, -0.0131046, 0.754411, 0.658763, 0.277848, 0.868389, -0.00370463, 0.370844, -0.00404171, 0.373966, 0.00378616, 0.532796, 0.00255828, 0.262056, -0.00178797, 0.111109, 0.17094, 0.00715698, 0.0974279, 0.579613, 0.262336, 0.908019, 0.892453, -0.000382351, 0.422104, 0.197179, 0.595699, 0.410629, -0.00744011, 0.00265298, 0.133476, 0.810027, 0.363914, 0.389676, -0.0107982, 0.152731, 0.654678, -0.0118515, 0.317425, 0.0608911, 0.448874, 0.607035, -0.00276432, 0.896547, 0
-0.00582148, 0.938077, 0.527685, 0.00194383, 0.443165, 0.61757, -0.00246388, 0.521448, 0.306455, 0.0144372, 0.15619, 0.767566, -0.0119996, 0.926427, 0.826696, 0.812401, 0.286045, -0.00466626, 0.0127401, 0.414482, 0.721145, 0.255066, -0.0116554, 0.929883, 0.656106, 0.514621, 0.978183, 0.171204, 0.0055838, 0.335133, 0.0770916, 0.991026, -0.0129854, 0.500024, 0.662436, 0.784929, 0.00743467, 0.241767, 0.26607, -0.00907871, 0.266083, 0.00385331, 0.518914, 0.811695, -0.0127144, 0.00204868, 0.448977, 0.440248, 0.162981, 0.907619, 0.00713173, 0.847708, 0.29792, 0.941291, 3.35821e-06, 0.398009, 0.962617, 0.00426109, 0.780469, 0.597847, -0.00721704, 0.729386, 0.448748, 0.378959, 0.00132169, 0.981603, 0.003806, 0.0167587, 0.169463, 0.19185, 0.941531, 0.113331, 0.00708292, 0.600621, 0.511557, 0
0.000371675, 0.0208146, 0.00112346, 0.725937, 0.458133, 0.909314, 0.232052, 0.0808479, -0.00833423, 0.00117084, 0.697697, 0.950231, 0.00655714, 0.712417, 0.00685937, 0.39051, 0.484577, 0.186367, 0.645462, -0.00129968, 0.735155, 0.804181, 0.229553, 0.0039683, 0.418366, 0.604801, 0.690864, 0.779092, 0.281238, -0.00787747, 0.427358, 0.209733, -0.00159276, 0.523269, -0.000999432, 0.554864, 0.464157, 0.791705, 0.665388, 0.00667739, -0.0114758, 0.250517, 0.786135, 0.422158, -0.0106324, 0.562046, 0.498948, -0.00156766, 0.805408, 0.000281742, 0.725249, 0.592657, -0.00511767, 0.0100455, 0.881949, 0.145497, 0.721935, 0.702891, 0.00290546, 0.0711665, 0.0118178, 0.0194898, 0.814515, 0.641991, 0.334581, 0.435459, 0.00763675, 0.634391, 0.728779, 0.00340491, 0.485843, 0.899854, 0.0167556, 0.461462, 0.432785, 0
0.00164237, 0.873133, 0.603636, 0.900193, -0.0142061, 0.826603, 0.937763, 0.0061906, 0.568858, 0.00833572, 0.226235, -0.00702815, 0.357587, 0.715075, 0.0636238, 0.248437, 0.477435, 0.0103888, 0.64256, -0.00574132, 0.435616, 0.354769, 0.482984, 0.864959, 0.0142933, 0.364136, -0.0157791, 0.000488318, 0.942803, 0.10699, 0.457468, 0.582262, -0.00692047, 0.806023, -0.00508337, 0.620908, 0.567659, 0.472082, 0.996105, 0.000377617, 0.404176, 0.0970016, -0.00784857, 0.214058, -0.0169961, -0.00929761, 0.173836, 0.876423, 0.575437, 0.0862049, 0.507933, -0.00561051, 0.0120904, 0.347274, 0.793537, 0.438179, 0.752231, 0.00876336, 0.313998, 0.395664, 0.932756, -0.000485589, 0.94887, 0.751732, 0.892663, -0.00205846, 0.948207, 0.00498057, 0.986297, 0.190485, 0.342436, 0.37301, 0.850938, 0.544499, 0.0119157, 0
0.736848, 0.00518373, 0.711076, 0.553793, 0.904441, -0.00286582, 0.881118, 0.00607652, 0.00720519, -3.76314e-05, 0.000896452, -0.00933301, 0.846999, 0.933382, 0.784274, 0.781011, 0.774094, -0.0133819, 0.811751, -0.00437281, -0.0122587, 0.384792, 0.0198744, 0.795735, 0.696881, -0.00790662, 0.349642, 0.0204032, 0.737836, 0.179582, 0.209948, -0.0065549, 0.188836, 0.827385, 0.56507, 0.0163078, 0.213766, 0.139361, 7.60516e-05, 0.866935, 0.000693615, 0.814638, 0.0528798, 0.935073, 0.0136606, -0.000954582, 0.517289, 0.149022, 0.0179218, 0.761771, 0.29206, 0.978234, 0.0244836, 0.766776, 0.451043, 0.933374, 0.000275585, 0.179846, 0.68504, 0.230333, 0.524427, 0.00807925, 0.812087, 0.738705, 0.480293, 0.983344, 0.00623807, -0.00719187, 0.0640324, 0.93802, 0.577926, 0.433085, 0.492011, -0.0019383, 0.456968, 0
0.977085, 0.0098117, 0.345469, 0.00782279, 0.317045, 0.406501, 0.303145, -0.019294, 0.673405, -0.0139646, 0.683496, -0.00319631, 0.019535, 0.222301, 0.260399, 0.663135, 0.0026204, 0.0928715, 0.351275, 0.0109249, 0.928874, 0.932633, 0.176914, 0.891814, -0.00653412, 0.531303, 0.657497, 0.579359, 0.00244005, 0.930505, 0.331794, 0.383791, 0.0080488, 0.853175, 0.673421, 0.000734017, 0.876843, 0.138988, 0.0121252, 0.743235, 0.133176, 0.840714, -0.0126379, 0.0102162, 0.0101582, -0.0097461, 0.8924, 0.997539, 0.527273, 0.167897, -0.00983964, 0.480675, 0.790943, 0.0106847, 0.187963, 0.140843, 0.348781, 0.831726, 0.0174277, 0.0958706, 0.177956, 0.58931, 0.626447, 0.633652, 0.00236585, 0.169258, -0.00405938, 0.539955, 0.137252, 0.854788, 0.603146, -0.00130826, 0.800829, -0.0198318, 0.101576, 0
-0.000906667, 0.738424, 0.630705, 0.00589035, 0.330266, 0.558827, 0.146015, 0.748934, 0.00200001, 0.0259852, 0.560404, 0.378031, -0.0160345, 0.731801, -0.0106483, 0.310455, 0.0976311, 0.192101, -0.0152544, 0.89709, 0.139469, -0.0177214, 0.174301, 0.0888032, 0.221674, 0.00866361, 0.480536, 0.301388, 0.649374, 0.593664, 0.723983, 0.401308, 0.553472, 0.00496816, 0.536133, 0.00353741, 0.315112, 0.624038, 0.994589, -0.00582272, 0.84461, 0.000973226, 0.0446442, 0.0298845, 0.345217, 0.172411, -0.00197451, 0.753369, -0.00679862, 0.396109, 0.500191, 0.174289, 0.00207254, 0.560225, 0.770285, 0.250022, -0.0130742, 0.874421, 0.0468221, 0.616759, 0.859189, 0.843064, 0.0703267, 0.497563, -0.0108561, 0.718238, 0.0012849, 0.454909, 0.79634, 0.0128158, 0.880024, 0.358122, 0.528357, 0.00352594, 0.961627, 0
0.233541, 0.015449, 0.277349, 0.291752, 0.747719, 0.00570997, -0.0138202, 0.685361, 0.4778, 0.305057, 0.0179435, 0.165173, 0.01057, 0.0340008, -0.00924493, 0.476825, 0.696327, 0.351397, 0.00586667, 0.813852, 0.907883, 0.00958798, 0.0559092, 0.636134, 0.848378, 0.375756, 0.601165, 0.156566, 0.431064, -0.00421053, 0.0557074, 0.358931, -0.00345475, 0.376043, 0.651855, 0.195517, 0.0291455, 0.579147, 0.105472, 0.00457921, 0.562506, 0.932046, 0.675596, 0.88699, -0.000732562, 0.00982496, 0.633972, 0.203396, 0.000234282, 0.79356, 0.641221, 0.464902, 0.284973, 0.00386222, 0.642507, 0.135927, -0.0091908, 0.155604, 0.00491586, 0.943582, -0.0129541, 0.826504, 0.464832, 0.0451266, 0.963639, 0.00836881, 0.920183, 0.438823, 0.715527, -0.00540569, 0.164804, 0.0373591, -0.00596613, 0.979266, 0.922055, 4096
0.428403, 0.0122886, 0.520502, 0.441361, 0.0135652, 0.972896, 0.204781, -0.011413, 0.537978, 0.851006, -0.011183, 0.0124204, 0.678335, 0.951885, 0.806689, 0.805175, 0.00766679, 0.703998, 0.19964, -0.0012636, 0.0134571, 0.339684, 0.380499, 0.511212, 0.823628, 0.502956, 0.973746, 0.553679, 0.557318, -0.00595489, 0.776453, -0.0103485, 0.843557, 0.260988, 0.00247196, 0.932985, 0.45049, 0.0624719, 0.0870395, -0.00853153, 0.132517, 0.0151895, 0.0369413, 0.118515, -0.0110194, 0.442173, 0.0121094, 0.403571, 0.009677, 0.541389, 0.369126, 0.157309, 0.260994, 0.520313, -0.00391751, 0.00863646, 0.435868, 0.672172, 0.431861, 0.0643443, 0.0385837, 0.00355796, 0.276035, 0.978176, 0.0693299, -0.00107377, 0.869579, 0.161561, -0.00341952, 0.782653, 0.420957, 0.767277, 0.0117465, 0.84584, 0.729149, 0
0.0108826, 0.753222, 0.303308, 0.00377789, 0.0375794, 0.333216, 0.831685, -0.0253176, 0.0709169, 0.146605, -0.00886894, -0.00123815, 0.0707321, 0.897097, 0.0449374, 0.0496058, 0.0263874, 0.486226, 0.0409844, 0.0117141, 0.00662084, 0.0803127, 0.464003, -0.0186279, 0.676854, 0.406896, 0.317831, 0.0205379, 0.24357, 0.600116, 0.640424, 0.76422, 0.805637, 0.0171123, 0.818553, 0.00513157, 0.979205, 0.0578614, -0.0110108, 0.662387, 0.1737, 0.114424, 0.0203407, 0.224312, -0.0065966, 0.29706, -0.0123434, 0.911205, 0.771722, 0.552148, 0.021098, 0.498707, -0.0234321, 0.403882, 0.484751, -0.00955209, 0.43884, 0.476744, 0.778096, 0.466342, 0.0812072, -0.0303491, 0.401941, 0.698436, 0.407241, -0.00760122, 0.0915666, 0.410653, 0.502864, 0.295969, 0.638252, -0.00861093, -0.00320335, 0.385609, 0.946286, 0
0.0125542, 0.151319, 0.794014, 0.236303, 0.95207, -0.00672105, 0.13859, 0.646199, -0.0136385, 0.219931, -0.0117275, -0.00516045, 0.722998, 0.379152, 0.314378, 0.921649, -0.00710104, 0.728809, 0.00369641, 0.361918, 0.109899, 0.238301, 0.803672, 0.558515, 0.000338912, 0.908348, 0.271062, 0.00231262, 0.900233, 0.12572, 0.821953, 0.583587, 0.0546357, -0.00189353, 0.117265, 0.0239655, 0.257535, 0.6255, 0.105999, 0.00986532, 0.382371, 0.00465033, 0.838708, 0.00836591, 0.0766624, 0.471348, 0.00317917, 0.395532, 0.934839, 0.00100071, 0.830263, 0.330324, 0.00673112, 0.935811, 0.995069, 0.475497, 0.023142, 0.0164386, 0.793506, 0.393373, 0.714722, 0.0116675, 0.536217, 0.392631, 0.391598, 0.803305, -0.00795751, 0.621846, 0.53383, 0.670855, 0.935532, 0.52157, 0.188491, 0.0146977, 0.196859, 1048576
-0.00243538, 0.645514, 0.305734, -0.00883012, 0.497637, 0.0854793, 0.551701, 0.885391, 0.00849964, 0.0121974, 0.709037, 0.614229, 0.00239151, 0.0114758, 0.147672, 0.638651, 0.624334, 0.381564, 0.00716256, 0.840882, -0.0154348, 0.379233, 0.333996, 0.0941031, 0.399943, 0.592129, -0.00365051, 0.145261, 0.393716, 0.0919517, 0.233213, 0.571772, 0.816772, -0.0142656, 0.442278, 0.455626, 0.00136888, 0.149727, 0.00728598, 0.992249, 0.540956, 0.495195, 0.0140503, 0.00497345, 0.540742, 0.199448, 0.376975, 0.00145428, 0.756292, 0.559445, 0.407926, -0.00494444, 0.366154, 0.210835, -0.00568185, 0.884167, 0.252454, 0.0983726, 0.0177423, 0.185028, -0.0138907, 0.764452, 0.266679, 0.901852, 0.974009, 0.0217438, 0.224531, 0.86395, 0.971677, 0.004595, 0.6623, 0.651128, 0.786362, -0.00669834, 0.0370938, 0
0.554602, 0.00442994, 0.972211, 0.738527, 0.00742983, 0.991966, 0.277421, -0.00783743, 0.942664, 0.0197428, -0.0146409, 0.0107094, 0.548698, 0.70795, 0.916565, 0.00540461, 0.103796, 0.925196, 0.00318928, 0.621479, 0.364691, 0.59279, 0.429761, -0.00387792, 0.159095, 0.312947, 0.00206912, 0.395263, 0.654446, 0.0369983, 0.534044, 0.217226, -0.00509493, 0.0023056, 0.954978, 0.200742, 0.383001, 0.00824213, 0.204881, 0.00188837, 0.787081, 0.00264566, 0.0920159, 0.0181381, 0.351461, 0.438395, -0.00681155, 0.916846, 0.0871403, 0.426118, -0.00115811, 0.466195, -0.00361691, 0.526445, 0.616047, 0.0287529, 0.597467, 0.129994, 0.740259, 0.874755, 0.054938, 0.105866, 0.744496, 0.284187, -0.0173099, -0.00171678, 0.720213, 0.0113406, 0.666978, 0.749713, 0.696105, 0.519637, 0.193758, -0.00778108, 0.0528912, 0
-0.00708763, 0.886827, -5.27907e-05, 0.648586, 0.358674, 0.826541, 0.00193799, 0.258756, 0.314082, -0.00439675, 0.173053, 0.0691023, 0.0125575, 0.61905, 0.903461, -0.0175232, 0.069962, 0.297665, -0.0101159, 0.652403, 0.0208701, -0.00743735, 0.753807, 0.42483, 0.702981, 0.120206, 0.843425, 0.5607, 0.476678, 0.00163127, 0.976078, 0.121349, 0.768944, -0.0118547, 0.864846, 0.495532, 0.00266647, 0.342321, 0.556123, 0.0197109, 0.00167025, 0.0222327, 0.579012, -0.000961898, 0.38408, 0.247162, 0.118342, 0.00966946, 0.566371, 0.115254, 0.595626, -1.80817e-05, 0.00449589, 0.023515, 0.699402, 0.563979, 0.423288, 0.00772551, 0.344959, 0.488608, -0.0119424, 0.668602, 0.136768, 0.446763, 0.860377, -0.00774989, 0.0708297, 0.715573, 0.230042, -0.0107749, 0.739896, 0.0440949, 0.00889701, 0.640578, -0.00551228, 0
0.753132, 0.00507245, 0.136071, 0.68543, 0.0208766, 0.185161, 0.405394, -0.0055025, 0.773553, 0.0260468, 0.00173236, 0.0191146, 0.361368, 0.793454, 0.126661, 0.893376, 0.148263, 0.0138697, 0.579472, -0.00577386, 0.96601, 0.0436874, 0.0019338, 0.66497, 0.779713, 0.837742, 0.300976, 0.857936, 0.00732017, 0.814658, 0.843367, 0.643192, 0.585601, -0.0144354, 0.82513, 0.508571, -0.0121968, 0.885718, 0.275901, 0.00104391, 0.690559, -0.00105706, 0.611761, 0.813323, 0.00515775, 0.00678716, 0.228103, 0.998898, 0.0638582, 0.69619, 0.00686348, 0.851965, 0.321226, 0.426281, -0.0023294, 0.0181183, 0.537056, 0.247822, 0.014175, 0.00239488, 0.107061, 0.58681, -0.00249392, 0.750437, 0.415987, 0.486297, -0.00268491, 0.583021, 0.790423, 0.814364, -0.00712343, 0.335557, 0.147705, 0.823451, -0.0121338, 0
