@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute var_0033 real
@attribute var_0034 real
@attribute var_0035 real
@attribute var_0036 real
@attribute var_0037 real
@attribute var_0038 real
@attribute var_0039 real
@attribute var_0040 real
@attribute var_0041 real
@attribute var_0042 real
@attribute var_0043 real
@attribute var_0044 real
@attribute var_0045 real
@attribute var_0046 real
@attribute var_0047 real
@attribute var_0048 real
@attribute var_0049 real
@attribute class {0, 1, 2, 4, 8, 16, 24, 32, 64, 80, 128, 256, 512, 1024, 1032, 2048, 4096, 8192}

@data
-0.0011428, 0.960363, 0.160835, 0.921244, 0.380294, -0.00708924, -0.00465822, 0.817521, 0.86651, 0.574555, -0.00318329, 0.497421, 0.614758, 0.951783, 0.407014, 0.587549, 0.0874906, 0.418675, 0.00731438, 0.987283, 0.0169968, 0.0104751, 0.250372, 0.942037, 0.283935, 0.601503, 0.487225, 0.915049, -0.00927894, 0.0274405, 0.97108, 0.838928, 0.214404, 0.588152, 0.959378, 0.0018315, 0.54718, 0.706933, 0.746469, 0.916991, 0.56493, 0.0132548, 0.661124, -0.00825039, -0.00269703, 0.909936, 0.8998, 0.454812, -0.0103121, 0.619732, 0
0.436403, 0.77365, 0.00443464, 0.0561196, 0.957653, 0.0261149, -0.0113114, 0.157254, 0.158438, 0.276911, 0.704056, 0.289116, 0.363249, 0.383747, -0.00831707, 0.347679, 0.903306, 0.532137, 0.00684983, 0.632904, 0.00913069, 0.192913, 0.467784, 0.653559, -0.00180615, 0.400185, 0.58987, 0.00857641, 0.546008, -0.0194339, 0.781146, 0.449496, 0.116922, 0.555867, 0.617434, 0.0125718, 0.0407931, 0.430929, 0.0481088, 0.588801, 0.462689, 0.0155685, 0.0224425, 0.0168013, 0.00148243, 0.0907168, 0.130228, 0.00647975, 0.869672, 0.2472, 0
0.257006, 0.829912, 0.929318, 0.0109069, 0.34599, -0.00457533, 0.724108, -0.00361961, 0.437515, 0.314235, 0.861104, 0.615934, 0.617236, 0.560633, -0.0129463, 0.32328, 0.172449, 0.179579, 0.00510842, -0.0124781, 0.640121, 0.00746037, 0.129912, 0.545671, 0.0509534, 0.00315052, 0.0505562, 0.982681, 0.0133616, 0.032044, 0.527559, 0.76965, -0.001968, 0.565699, 0.0588118, 0.00753485, 0.505356, 0.933922, 0.567999, 0.872177, 0.00845439, 0.0354662, 0.628613, -0.00104495, 0.574887, 0.759297, -0.00535015, 0.608395, -0.0131641, 0.163324, 0
0.895202, -0.0102166, 0.246776, 0.281479, 0.153229, -0.00454805, 0.235326, 0.0101128, 0.203896, 0.799788, 0.614177, 0.0926395, 0.00580479, 0.621892, 0.646115, 0.323779, 0.624245, 0.013107, 0.400649, -0.00325257, 0.0863214, 0.636998, 0.966017, 0.984772, 0.0103, 0.313504, 0.176775, -0.000828036, 0.60195, 0.833425, 0.993907, 0.826288, 1.12078e-05, 0.873766, 0.426025, -0.00367291, 0.646988, 0.0397499, 0.319619, 0.0255003, 0.290007, 0.905401, -7.74254e-05, 0.550024, 0.0295609, 0.466403, -0.00470076, 0.0130263, 0.400048, 0.119266, 0
0.947071, 0.198333, -0.0136052, 0.342724, 0.00668332, 0.83392, 0.786396, 0.506968, 0.999277, -0.00181038, -0.0168293, 0.0777488, 0.00573441, 0.60123, 0.518558, 0.802823, -0.00387292, 0.810809, 0.0310433, 0.87028, -0.00642826, 0.948713, 0.358992, 0.875058, 0.0138093, 0.61834, 0.203727, 0.0103806, 0.919422, 0.649272, 0.212415, 0.990278, -0.00424121, 0.992494, 0.00591952, 0.939236, 0.898081, 0.428768, 0.96114, 0.211055, -0.00450924, 0.741473, 0.874002, 0.0177342, 0.362854, -0.00479179, 0.890286, 1.35308e-05, 0.494031, 0.946892, 0
0.484895, 0.0653408, -0.0144627, 0.215885, 0.0150866, 0.851496, 0.655111, 0.404129, 0.00271748, 0.061296, 0.166003, 0.00620673, 0.713347, 0.362048, 0.368244, 0.0593924, 0.590246, 0.14178, -0.00471661, 0.000819055, 0.829494, 0.43174, 0.671731, 0.0253508, 0.588183, 0.533426, 0.0832188, 0.0100035, 0.845472, 0.350212, -0.00470264, 0.352623, 0.101615, 0.17641, 0.0743712, 0.690684, -0.0126102, 0.0884445, 0.541574, 0.00596279, 0.592061, 0.405481, -0.00490208, 0.660805, 0.0301325, 0.000778424, 0.82411, 0.917682, 0.900476, 0.958312, 8192
0.247814, 0.766321, 0.4794, -0.000163548, 0.010458, 0.0265206, 0.000893305, 0.00658172, 0.573031, 0.798415, -0.00154668, 0.45935, 0.384326, 0.866751, 0.606758, 0.112927, 0.246385, 0.0130585, 0.276988, -0.00618087, 0.652004, 0.533321, 0.885648, 0.314052, 0.00635847, -0.00404533, 0.460045, 0.616271, 0.266062, 0.058998, 0.113222, -0.00387832, 0.0014847, 0.291312, -0.0131888, 0.709846, 0.885634, 0.958604, 0.790957, 0.559134, 0.319618, -0.012648, 0.013542, 0.44925, -0.000173371, 0.778398, 0.0775997, -0.000877156, 0.264282, 0.966211, 0
0.0804554, -0.00397054, 0.202585, 0.0233475, -0.00165385, 0.648228, -0.0063826, 0.710464, 0.781584, 0.0880912, 0.911492, 0.835972, 0.521431, 0.00132112, 0.29288, 0.0239487, 0.244688, 0.33502, 0.803111, 0.551666, -0.0156463, 0.764579, 0.849065, -0.00194362, 0.450398, 0.491274, 0.841556, 0.00388824, 0.457693, 0.511266, -0.00186981, 0.235984, 0.333203, 0.490854, 0.835534, 0.00426895, 0.261424, 0.566376, 0.680424, -0.00592888, 0.044942, 0.20638, 0.00375617, -0.00133072, -0.0125384, 0.577945, 0.154001, 0.937058, 0.0151623, 0.613498, 0
0.23152, 0.0278328, 0.66934, 0.000958421, 0.24142, -0.0111039, 0.801522, 0.00545521, 0.955218, 0.842022, 0.335031, 0.0126142, 0.960933, 0.0302843, 0.00418349, 0.171101, 0.95011, -0.00121606, 0.160056, 0.100991, -0.00303952, 0.659257, 0.955096, 0.418503, 0.00336217, 0.785477, 0.0684867, 0.533929, -0.00471229, 0.226777, 0.519411, 0.0374263, 0.759434, -0.00158663, 0.0311555, 0.687715, 0.475854, 0.150166, 0.366719, 0.105059, 0.826543, 0.00336471, -0.00259964, 0.855626, 0.0152029, 0.668269, 0.275673, 0.0241706, 0.366237, 0.867676, 0
-0.0187831, 0.645162, 0.76043, 0.260707, 0.110286, 0.0153732, 0.619258, 0.359037, 0.464997, 0.00196779, -0.00390088, 0.704929, 0.466718, 0.241008, 0.140568, 0.00342932, 0.537481, 0.311402, 0.0915165, -0.0162584, 0.619673, 0.164915, -0.00272083, 0.960706, 0.209677, 0.49572, 0.00704587, 0.864543, 0.801084, 0.00897148, 0.0467262, 0.10044, 0.697345, 0.648403, 0.216804, -0.0219323, 0.596281, -0.00866901, 0.465185, 0.225181, 0.257738, 0.86566, 0.754662, -0.00242771, 0.662969, 0.380344, 0.000217284, 0.0239784, 0.0144897, 0.199563, 0
0.0030827, -0.00825477, 0.955585, 0.963364, 0.261086, 0.00595043, 0.790194, 0.0130741, 0.523885, 0.50497, 0.579612, 0.901949, 0.840333, 0.00191259, 0.837833, 0.00810479, 0.225982, 0.370257, 0.0884203, 0.155327, 0.00224243, 0.735393, 0.00374117, 0.349189, 0.0336895, 0.411673, 0.174205, 0.00550656, 0.836364, -0.00657324, 0.634186, 0.613016, 0.402285, 0.429563, 0.011086, 0.907068, 0.329721, 0.225642, 0.968393, -0.010153, 0.150363, 0.897588, -0.00630711, 0.113254, 0.747214, 0.563085, -0.010514, 0.687809, 0.145014, 0.00966349, 0
-0.0101598, 0.661398, 0.694806, 0.303015, 0.247494, 0.0163884, -0.00118437, 0.139028, 0.903048, 0.82798, 0.602784, 0.506243, 0.757469, 0.883237, -0.0196194, 0.291817, 0.0165357, 0.820025, 0.308526, 0.00584725, 0.00525391, -0.00552822, 0.524402, 0.364884, 0.525683, 0.415875, 0.220801, -0.00661379, 0.327314, 0.141861, 0.895326, -0.0127731, 0.6893, 0.725843, 0.43272, 0.384829, 0.00314047, 0.218621, 0.0786985, 0.788838, 0.67356, -0.00822781, -0.00491462, 0.907233, -0.00703321, 0.187557, 0.418534, -0.0127343, 0.625614, 0.990786, 0
0.265411, -0.0213655, 0.0177104, 0.337227, 0.00418508, 0.582751, 0.854827, 0.0100068, 0.0110517, 0.238134, 0.00117026, 0.663314, 0.486486, 0.672769, 0.663229, 0.739913, 0.407006, 0.733672, -0.0070592, 0.530495, -0.00836209, 0.048464, -0.00223224, 0.154967, 0.387485, 0.739675, 0.671724, -0.00793199, 0.894633, 0.854624, 0.359676, 0.708708, 0.00161254, 0.0472777, 0.265484, 0.0854493, 0.00243435, 0.159008, 0.0291284, 0.615496, 0.118407, 0.194429, -0.000281213, 0.00849077, -0.00523967, 0.242966, 0.400727, 0.393442, 0.725887, -0.000719454, 0
0.768052, 0.00793772, 0.167345, 0.649713, 0.877851, 0.00241047, -0.00893126, 0.985445, 0.113879, 0.0219128, 0.669301, 0.0387849, 0.124126, 0.869283, -0.00356068, -0.00600772, 0.179566, 0.284142, 0.798987, -0.00340899, 0.308849, 0.118351, 0.718378, 0.0044789, 0.537107, 0.412126, 0.565691, 0.0068092, 0.511702, 0.814546, 0.824022, 0.0116354, 0.0702531, 0.820997, 0.663565, -0.00289756, 0.588495, 0.165936, 0.0166399, 0.324879, 0.527985, 0.636532, -0.00461643, 0.152197, 0.751357, 0.00743596, 0.220693, 0.0390453, 0.00321414, 0.493926, 0
0.560395, 0.337778, 0.670047, -0.00454828, -0.00548815, 0.934562, 0.658603, -0.00860349, 0.863547, 0.557572, 0.435265, 0.760941, 0.305449, 0.648309, -0.0112741, 0.426904, 0.315462, 0.00895532, 0.0386623, 0.000636294, 0.147735, 0.300013, 0.894536, 0.799723, -0.000319505, 0.886546, 0.0056936, 0.842658, 0.0264253, 0.863025, 0.02645, -0.00968708, 0.0608028, 0.456375, 0.77508, 0.00330296, 0.138601, 0.384761, 0.0184985, 0.800177, 0.0460644, 0.67552, 0.438177, -0.00240988, 0.287119, 0.00302832, 0.192964, 0.936591, 0.654664, -0.00870307, 0
0.189221, -0.00540327, 0.737827, 0.306071, 0.237624, 0.0110434, 0.0916262, 0.607677, 0.00413291, 0.637118, 0.319226, 0.502179, 0.376428, 0.241245, -0.0119161, 0.255991, -0.0100518, 0.339736, 0.575061, 0.117248, 0.00406851, 0.715246, -0.0184475, 0.455336, 0.278353, 0.197924, 0.0580468, 0.515526, -0.00766117, 0.831821, 0.120568, 0.0187259, 0.351615, 0.670662, 0.341529, 0.0156814, 0.329313, 0.834861, -0.00565092, 0.884969, 0.207188, 0.0904433, 0.0017878, 0.665742, 0.927258, 0.000224581, 0.522852, -0.0162249, 0.591584, 0.367146, 0
0.00210816, 0.00203016, 0.314416, 0.67748, -0.00166551, 0.11189, 0.0113067, 0.316365, 0.986211, 0.0580363, 0.0805632, 0.61733, 0.00340614, 0.852638, 0.275404, 0.103238, 0.492374, 0.219046, 0.00587457, 0.575083, 0.00701214, 0.0209382, 0.629022, -0.0223148, 0.938937, 0.1798, 0.336204, -0.0197508, 0.629559, -0.0115566, 0.25048, 0.338655, 0.918515, 0.260577, 0.632166, 0.00756285, 0.600634, 0.501934, 0.82834, 0.0710854, 0.371259, 0.00807489, 0.525702, 0.0118992, 0.006491, 0.586366, 0.56013, 0.253032, -0.00957444, 0.116171, 0
0.803908, 0.240677, 0.651012, 0.0125845, -0.00622259, 0.524606, 0.450776, 0.0249944, -0.00044402, 0.0433565, 0.00239442, 0.948902, 0.610177, 0.641918, 0.616411, 0.285641, 0.00506819, 0.479729, 0.662901, 0.00591138, 0.434546, 0.196192, 0.634573, -0.00761545, 0.199228, 0.00205955, -0.00274405, 0.728949, 0.973056, 0.0114073, 0.203207, 0.744237, 0.577093, 0.72952, 0.0975185, 0.00618814, 0.45616, 0.00448757, 0.002073, 0.01771, 0.955121, 0.47086, 0.658152, 0.0078568, 0.0531859, 0.408034, -0.00355433, 0.00420686, 0.841337, 0.864748, 0
0.195056, 0.00118042, 0.150358, 0.782163, 0.665977, -0.0174718, 0.876394, 0.600315, 0.559242, -0.0039948, 0.464543, 0.00877344, 0.174324, 0.24448, 0.815654, 0.000631423, 0.307894, 0.300488, 0.319748, 0.00461519, 0.24858, 0.165402, 0.0599977, 0.690086, -0.0112689, 0.948269, 0.888688, -0.0100699, 0.68506, 0.00384251, 0.746581, 0.0111994, 0.86296, 0.220688, 0.00232194, 0.0581275, 0.463815, 0.989386, 0.597955, 0.175652, 0.209669, -0.00811323, 0.0928971, 0.0029027, 0.291709, 0.00674683, 0.129248, 0.0412322, 0.0157423, 0.211231, 0
0.131895, 0.585839, 0.685573, 0.00959027, 0.0171546, 0.19798, 0.28658, -0.00318053, 0.267344, 0.466417, 0.748781, 0.0126275, 0.936038, 0.363275, 0.268308, 0.163153, 0.702026, 0.00841128, 0.937097, 0.220688, -0.00522728, 0.368764, 0.950824, 0.531931, 0.00813754, 0.202639, -0.0200718, 0.710591, 0.526229, 0.704649, 0.167204, 0.767373, 0.00167491, 0.547761, -0.00394074, 0.0990422, 0.493712, 0.551495, -0.00871685, 0.747342, 0.289397, 0.434229, 0.0138479, 0.49331, 0.87854, 0.501192, 0.00448747, -0.00221603, 0.867488, 0.288178, 0
0.900242, 0.0958059, 0.589948, 0.00882644, -0.0101719, 0.230911, 0.996662, 0.0631088, 0.324305, 0.0086859, 0.481779, 0.00496806, 0.256118, 0.941464, 0.500647, 0.836438, 0.00697061, 0.341893, 0.491423, -0.0143987, 0.83592, -0.00207005, 0.512275, 0.631326, 0.677345, 0.926107, 0.0120278, 0.7703, 0.803817, 0.819031, 0.368405, 0.00614541, 0.568352, 0.426029, 0.600423, 0.411036, -0.00576267, 0.865573, 0.729168, 0.70805, 0.592198, 0.00913214, 0.476961, -0.00961296, 0.830611, 0.00570694, 0.112935, 0.554561, 0.00287293, 0.45217, 0
0.257083, 0.348083, -0.00361777, 0.0452416, 0.977608, -0.0100486, 0.565308, -0.00439449, 0.364106, 0.25157, 0.65642, -0.00837161, 0.142284, 0.532113, 0.769511, -0.00209057, 0.585464, 0.935548, 0.553221, 0.500968, 0.00155527, 0.314366, 0.0990961, -0.00372762, 0.202057, 0.411467, 0.0101758, 0.564516, 0.429082, 0.473802, 0.179686, 0.000119481, 0.501419, 0.228747, 0.53262, 0.00508876, 0.17555, 0.351207, 0.914531, -0.00330218, 0.831098, 0.255616, 0.535556, -0.0124627, 0.945826, -0.0032868, 0.838573, 0.749526, 0.0161762, 0.0999305, 0
0.544344, 0.162269, -0.00140449, 0.305929, -0.00319036, 0.154488, 0.412708, 0.00314764, 0.311979, 0.78368, 0.570588, 0.0139659, 0.415777, 0.159119, 0.135553, 0.138357, 0.00386241, 0.611677, 0.764436, 0.00694495, 0.370715, 0.00551101, 0.485592, 0.847021, 0.409953, 0.447565, 0.70353, 0.59412, 0.00321462, -0.0041086, 0.311385, 0.0743482, 0.924663, 0.627226, -0.00799302, 0.0451059, 0.371311, 0.37572, 0.814833, 0.809954, 0.996452, -0.0230745, -0.0166495, 0.413672, 0.266575, 0.00572089, 0.284749, -0.00653366, 0.177432, 0.422051, 0
0.687403, 0.00660224, 0.0931732, 0.04737, 0.678049, -0.00543962, 0.553508, 0.419857, 0.846624, -0.000104154, -0.00916092, 0.58899, 0.192388, 0.910455, 0.311693, 0.368553, 0.579378, 0.909899, -0.00481944, 0.000553611, 0.614346, 0.00238782, 0.19037, 0.440854, 0.322477, 0.838653, 0.564342, 0.95, 0.00735847, 0.518703, 0.11624, 0.0831819, 0.0157838, 0.697775, 0.00566903, 0.313736, 0.374209, 0.38052, 0.903724, 0.00179501, 0.854547, 0.525337, 0.625147, -0.00707639, -0.00345255, 0.453127, 0.00101981, 0.834339, -0.00308918, 0.174602, 0
0.337343, 0.00413, 0.520258, 0.875314, 0.0065097, 0.849664, 0.551403, 0.175957, 0.0130401, 0.299957, 0.733296, 0.0229853, 0.551066, 0.0872484, 0.475518, 0.675095, 0.946296, 0.548482, -0.018734, 0.893844, 0.857005, -0.010769, 0.946144, 0.448343, 0.940749, 0.779152, 0.00363103, 0.763281, 0.769063, 0.346807, 0.0849909, 0.333672, 0.013391, 0.715447, 0.074477, 0.00525535, 0.521576, 0.0340312, 0.983129, 0.522409, 0.168595, 0.000303996, -0.00466895, 0.0332514, 0.203335, 0.804996, -0.00573121, 0.00489725, 0.630753, 0.567894, 32
0.999503, -0.00332347, 0.390298, 0.0199291, 0.452306, -0.0137142, 0.991034, 0.159251, -0.00669069, 0.174046, 0.220158, 0.666211, 0.533847, 0.681751, -0.00442108, 0.618331, -0.0160746, 0.175713, 0.0479353, 0.0435269, 0.00907475, 0.0700656, 0.185359, 0.0324133, 0.671744, 0.0834088, 0.00162815, 0.958871, 0.80338, 0.749221, 0.987836, 0.153108, 0.354056, -0.000213719, 0.593105, 0.349275, -0.00293129, 0.459531, 0.221209, 0.686329, 0.000976273, 0.992086, 0.302938, -0.000297124, 0.700776, 0.698481, 0.00659534, 0.00353773, 0.746812, 0.517244, 0
0.383862, 0.225489, -0.00918487, 0.28283, 0.00117651, 0.823298, 0.292692, 0.756475, -0.0096036, 0.644745, 0.0590265, 0.266651, 0.292572, -0.00107082, 0.877028, -0.0263163, 0.627495, 0.292668, 0.940734, 0.0524147, -0.0174104, 0.00603894, 0.353034, 0.101818, 0.494563, 0.054661, 0.00209078, 0.981431, 0.613491, 0.0566791, 0.373221, -0.00559103, 0.116791, 0.0618425, -0.00159404, 0.138235, 0.0193782, 0.0404661, 0.110132, 0.905049, 0.354459, -0.00463136, 0.890506, 0.00572913, 0.759514, 0.0146, 0.49717, 0.448906, 0.527026, 0.00400876, 0
0.814017, 0.594563, 0.00314597, 0.163513, 0.791892, -0.0095593, 0.625702, 0.0204755, 0.751055, -0.000152795, 0.735277, 0.6882, -0.00970239, 0.521863, 0.894274, 0.074452, 0.542339, 0.146568, 0.0224976, 0.0768325, 0.0195827, 0.58656, 0.0158392, 0.791349, 0.460061, 0.832513, 0.392052, 0.690401, 0.00456333, 0.562246, 0.66421, 0.705924, -0.00328299, 0.322865, -0.0129997, 0.688555, 0.759194, 0.708554, 0.936239, 0.70748, 0.302519, 0.00225919, -0.0103623, 0.861821, 0.855024, -0.00358997, 0.648789, 0.621833, -0.0253501, 0.484554, 0
0.45956, -0.00454504, 0.547992, 0.151406, 0.005486, 0.419052, -0.00674553, 0.834012, 0.934186, 0.70782, 0.606136, 0.652894, 0.0073891, 0.356456, 0.699091, 0.714841, 0.145902, -0.00392218, 0.103904, 0.453179, -0.0116851, 0.0205036, 0.63768, 0.802517, -0.00671284, 0.77062, 0.953343, 0.00573432, 0.700404, 0.634323, 0.705315, -0.00725767, 0.144313, 0.68311, 0.00265534, 0.643801, 0.132814, 0.00509976, 0.197096, 0.430631, 0.278017, 0.998243, 0.258493, -0.00783418, -0.000432622, 0.546675, 0.352636, 0.141564, -0.0199993, 0.626027, 0
