@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute class {0, 1, 2, 4, 8, 16, 19, 32, 33, 64, 68, 128}

@data
0.925323, 0.781919, -0.00399559, 0.00121272, 0.641921, 0.0934124, 0.20391, -0.0120485, 0.76499, 0.0339708, 0.793291, 0.986892, -0.00372298, 0.390324, 0.987621, 0.788101, 0.262333, 0.628616, 0.785864, -0.00301806, -0.00629532, 0.737542, 0.626161, 0.68351, 0.265982, -0.00490858, 0.78596, 0.60221, 0.706559, 0.00746992, 0
0.00203428, 0.628938, 0.43965, 0.946028, -0.0204249, 0.632172, 0.219475, 0.00257035, 0.125568, 0.86331, 0.934184, 0.788444, 0.00777982, 0.837272, 0.125823, 0.581216, 0.497671, 0.0150657, 0.661847, 0.644388, 0.959789, 0.00224104, 0.47166, 0.645927, 0.895337, -0.0199064, 0.551014, 0.36819, -0.000813272, 0.597301, 0
0.0120399, 0.231784, 0.254539, 0.0066459, 0.718111, 0.121932, 0.575634, 0.605798, 0.641324, 0.00289603, 0.732854, 0.543875, 0.752941, 0.00217174, 0.94178, 0.805206, 0.457424, 0.565172, 0.649283, -0.0278317, -0.0230172, 0.256927, 0.400236, 0.408914, 0.00678141, 0.906328, 0.490495, 0.641246, 0.00166921, 0.832243, 0
0.00860912, 0.00297517, 0.757586, -0.00654432, 0.350773, 0.455292, 0.25397, 0.584028, 0.535271, -0.00153943, 0.779289, 0.603642, 0.885621, 0.428136, -0.00302068, 0.888269, 0.780226, 0.00369432, 0.0704893, 0.0734747, -0.00695896, 0.322264, 0.983814, 0.535065, 0.44439, -0.0142438, 0.720183, 0.706465, 0.803224, -0.00588993, 0
0.00149377, 0.179405, 0.114739, 0.0860607, -0.00948412, 0.844941, 0.78156, -0.00607901, 0.756445, 0.837392, 0.933262, 0.00680971, 0.534237, 0.983305, 0.972642, -0.0100611, 0.432636, 0.150736, 0.83747, 0.964247, -0.0182739, 0.399719, 0.17078, 0.105903, 0.559688, 0.00753132, 0.736075, 0.878997, 0.233185, -0.000563354, 0
-0.00493227, 0.38299, 0.607107, -0.00173436, 0.0600766, 0.881061, 0.763575, 0.622089, 0.695813, -0.00661658, 0.0757219, 0.696685, 0.738171, 0.143931, -0.00796241, 0.0595304, 0.54173, -0.0133602, 0.443818, 0.609352, 0.167828, 0.00504285, 0.248968, 0.168355, 0.72199, 0.0121457, 0.635834, 0.290415, 0.379051, 0.00715753, 0
0.0637168, 0.110816, 0.00103538, 0.448877, -0.0195, 0.92183, 0.998679, -0.0117882, 0.655846, 0.888897, 0.0906505, 0.359619, 0.828816, -0.0153241, 0.742995, 0.742729, 0.436113, -0.0230318, 0.0279818, 0.239824, -0.00236615, 0.469452, 0.24384, 0.392904, 0.0016153, 0.345795, 0.82815, 0.614114, 0.961675, 0.00753129, 0
-0.0180106, 0.92668, 0.643574, -0.00654788, 0.157153, 0.307127, 0.312344, 0.37181, 0.171878, -0.00235232, 0.757089, 0.389206, 0.708017, -0.0128681, 0.682905, 0.900321, 0.268739, -0.00658157, 0.403259, 0.179713, 0.566948, 0.00168625, 0.160514, 0.108168, -0.0158786, 0.0371804, -0.0131878, 0.0663579, 0.968572, 0.595638, 0
0.335565, 0.0683819, 0.00449487, 0.138913, 0.251342, 0.0154047, 0.787759, 0.228963, 0.316419, -0.00439948, 0.164942, 0.00200998, 0.68722, 0.700756, 0.796838, 0.000720414, 0.545427, 0.965585, 0.139188, 0.0749676, 0.00770411, 0.598631, 0.0486944, 0.130224, -0.00433098, 0.905919, 0.0898869, 0.611647, 0.0123647, 0.556195, 0
0.174965, 0.0262508, 0.757237, 0.857483, 0.0207881, 0.877355, 0.231846, 0.589638, 0.291514, 0.00012881, 0.242788, 0.481896, 0.509754, 0.00234654, 0.89161, 0.277887, 0.0676126, 0.0118543, 0.00962138, 0.829824, 0.117158, 0.00993403, 0.00291145, 0.295698, 0.911465, 0.378237, -0.0126446, 0.611541, 0.231941, 0.239365, 0
0.821123, 0.0142618, 0.829771, 0.697489, 0.138427, -0.00171427, 0.00595999, 0.518588, 0.4951, 0.270267, 0.262125, 0.00338997, 0.711594, 0.405252, 0.533706, 0.0152638, 0.950638, 0.760867, -0.0296492, 0.139637, 0.136326, 0.00459661, 0.461815, 0.486588, -0.00377022, 0.066213, 0.57633, 0.0933448, 0.00715925, 0.503689, 0
0.678384, 0.30148, 0.011569, -0.00604863, 0.435178, 0.549, 0.762701, 0.501099, 0.162166, -0.0132954, 0.279926, 0.57873, 0.526681, 0.305942, -0.00238836, 0.509649, 0.413257, 0.254302, 0.011554, 0.541212, -0.0156137, 0.684726, 0.275796, 0.0168879, 0.331067, 0.130934, 0.0115649, 0.43761, 0.104254, 0.368327, 0
0.0224872, 0.817164, 0.799646, -0.00503835, 0.499327, 0.749443, 0.420245, 0.760238, 0.914774, 0.00279018, 0.155502, 0.146714, 0.333045, 0.274396, 0.00139576, 0.248112, 0.963865, 0.648407, 0.00682371, 0.205471, 0.23608, 0.00927668, 0.852871, 0.668548, 0.00556217, 0.688389, -0.00708726, 0.929651, 0.499338, 0.160044, 0
0.908558, 0.00133926, 0.49553, 0.750407, 0.90397, 0.00992418, 0.317155, 0.32584, 0.175438, 0.00559778, 0.323998, 0.749489, 0.879325, 0.010267, 0.0208003, 0.00862075, 0.360586, 0.0993218, 0.927569, 0.64007, 0.412872, 0.00122592, 0.317519, 0.606868, 0.514089, -0.0046038, 0.994038, 0.0400562, 0.785013, 0.00117593, 0
0.44185, 0.00603365, 0.588993, 0.611431, 0.624407, -0.0161486, 0.825544, 0.156641, 0.00607989, 0.0152918, 0.609919, 0.898124, 0.815677, 0.0258104, 0.398856, 0.860491, 0.112748, 0.563709, 0.806744, 0.0035373, 0.0201905, 0.504367, 0.135311, -0.00016661, 0.913687, 0.285732, 0.571771, 0.960071, 0.436287, -0.0172699, 0
0.851438, -0.00208254, 0.29041, 0.373877, -0.0161829, 0.751888, 0.00906414, 0.0581044, 0.263746, 0.553533, 0.00322732, 0.462873, 0.958518, 0.93759, 0.80555, 0.111695, 0.828744, -0.00328803, 0.64921, 0.849096, -0.00439669, 0.329468, 0.531729, 0.602025, -0.00141687, 0.46767, 0.233553, 0.00914569, -0.000555573, 0.642368, 0
0.601609, 0.298625, -0.0129349, 0.231671, 0.97711, 0.0138408, 0.00367932, 0.64143, 0.0526096, 0.181404, 0.201158, 0.11876, -0.00979585, 0.0665643, 0.0946932, 0.0104202, 0.085685, 0.167147, 0.328413, 0.448797, -0.00276328, 0.653542, 0.410502, 0.691833, -0.0236076, 0.561659, 0.102019, -0.00718834, 0.203051, 0.488163, 0
0.617649, 0.253209, -0.00263011, 0.445505, 0.00741071, 0.0446442, 0.80167, 0.00487948, 0.411768, 0.118391, 0.589101, 0.700797, -0.0121031, 0.797611, 0.128192, 0.95759, 0.0550098, 0.530459, 0.270404, -0.000629994, -0.00455893, 0.920973, 0.651704, -0.00486225, 0.853121, 0.606988, 0.714575, 0.104433, 0.9201, 0.0154817, 0
-0.00960012, 0.986509, 0.458898, 0.733193, -0.00713834, 0.757776, 0.319135, 0.226712, -0.00648278, 0.173105, 0.799923, 0.701008, 0.673473, -0.0181299, 0.259309, 0.837866, 0.558019, -0.00553089, 0.243947, 0.312511, 0.00278918, 0.849393, -0.000901406, 0.0700723, 0.589012, 0.771001, 0.0873221, 0.0383947, 0.40275, 0.00821448, 0
0.563564, 0.364265, 0.00327879, 0.119999, 0.00298581, 0.69508, 0.740772, -0.0100044, 0.19373, 0.335473, 0.453231, 0.0910465, -0.0013661, 0.570535, 0.79474, 0.802312, -0.00595676, 0.527338, 0.627956, 0.701018, -0.000831334, 0.716688, 0.336695, 0.250426, 0.00497249, 0.347182, 0.172126, 0.901333, -0.00604013, 0.975866, 0
-0.0250595, 0.0351102, 0.483447, 0.478176, 0.00144228, 0.0252512, 0.455217, 0.297079, 0.942769, 0.00190748, 0.0563724, 0.352669, 0.964135, 0.970829, 0.0102665, 0.493807, 0.643987, 0.616879, 0.613235, -0.00410106, 0.911596, -0.00557314, -0.0197677, 0.332407, 0.327039, 0.440934, -0.000654514, 0.884207, 0.978178, 0.252678, 0
0.00106963, 0.55024, 0.249796, -0.0152253, 0.123232, 0.0115446, 0.610434, 0.806316, 0.00847275, 0.946141, 0.00968316, 0.37686, 0.0852206, 0.160074, 0.675283, 0.303522, -0.00469214, 0.997561, 0.00880231, 0.0657933, 0.164442, -0.00111165, 0.691543, 0.736924, 0.894885, -0.0182263, 0.821441, -0.00102656, 0.0335904, 0.860355, 0
0.447981, 0.00494085, 0.931964, 0.000895567, 0.0944924, 0.570958, 0.967295, 0.649515, 0.00916106, 0.481209, 0.959575, -0.00690281, 0.424187, 0.0860141, 0.176051, 0.965464, 0.00498332, 0.155764, 0.559473, 0.422726, 0.0745558, 0.00770068, -0.00821743, 0.404841, 0.17442, 0.861936, 0.9517, -0.00217746, 0.615216, 0.302146, 0
0.761922, 0.881139, 0.587793, 0.750685, -0.0268726, 0.156672, 0.0192625, 0.978472, 0.171845, 0.0757582, 0.24285, 0.168546, 0.00623185, 0.14734, 0.3289, 0.525079, 0.987924, 0.312514, 0.0174116, 0.262739, 0.658224, 0.00132286, 0.893345, 0.00310364, 0.430101, 0.606448, 0.940243, 0.693774, 0.00964501, 0.158458, 1
-0.000225758, 0.55459, 0.228008, -0.0115611, 0.849362, 0.293645, 0.726521, 0.695116, 0.902518, 0.0104151, 0.000882305, 0.598751, 0.923694, 0.959045, 0.681734, 0.322022, 0.613937, 0.0648741, -0.000882546, 0.270966, 0.968398, 0.0105456, 0.00457474, 0.659845, 0.804754, 0.517485, 0.437593, 0.873856, 0.0212468, 0.819419, 0
-0.00758341, 0.128053, 0.871141, 0.187585, -0.00519189, 0.657066, 0.30894, 0.456332, -0.00243158, 0.168847, 0.591021, 0.83311, 0.676175, 0.644075, 0.859781, 0.0824892, 0.321365, 0.966964, 0.789722, 0.00199137, -0.00267688, 0.537875, 0.906819, 0.758639, -0.000799214, 0.487868, 0.0532737, 0.369783, 0.00243305, 0.854421, 8
-0.00701918, 0.273026, 0.52693, 0.581226, 0.651202, 0.00181649, 0.448632, 0.0120349, 0.611423, 0.0287299, 0.107904, 0.0522139, 0.091446, 0.4837, -0.000840328, 0.0451473, -0.00724031, 0.0424998, 0.615671, 0.690302, 0.225031, -0.0114971, 0.303403, 0.214316, 0.234913, 0.00818501, 0.000474421, 0.235918, 0.438399, 0.415543, 0
0.442404, 0.107957, -0.00633837, 0.553624, 0.857832, 0.0075608, 0.0991096, 0.727881, 0.00401743, 0.823991, -0.00512084, 0.831276, 0.299423, 0.357564, 0.851694, 0.830551, 0.477513, 0.0065152, 0.201367, 0.740205, 0.532608, -0.00740079, 0.590607, -0.00599355, 0.519303, 0.472592, 0.00199847, 0.161905, 0.0719797, 0.480979, 0
0.00540081, 0.682201, 0.747664, 0.890726, 0.718363, 0.00452128, 0.251167, 0.182442, 0.114767, -5.10641e-05, 0.00453965, 0.589197, 0.748707, 0.0867312, 0.369365, -0.00342699, 0.319229, 0.00873642, 0.343643, 0.220824, 0.000908477, 0.936982, -0.00905665, 0.125289, 0.0599423, 0.339188, 0.00449107, 0.46748, 0.220838, 0.753649, 0
0.458389, 0.640063, -0.00492946, -0.00878821, 0.623631, 0.400585, 0.569889, 0.694696, -0.00639345, 0.536164, -0.00511653, 0.631699, 0.640924, 0.920318, 0.785965, 0.269799, 0.538198, 0.957672, 0.257274, -0.0093787, -0.00539857, 0.835601, 0.230965, 0.302558, 0.71746, -0.00630419, 0.247553, 0.528085, -0.0128888, 0.839556, 0
-0.00610808, 0.583513, 0.427122, 0.476728, 0.965387, 0.00174941, 0.232714, 0.00805056, 0.834576, 0.00805256, 0.00256974, 0.822836, 0.45912, 0.199128, 0.948149, 0.403818, 0.761383, 0.176307, 0.295068, -0.00263847, 0.166483, -0.00840106, 0.989165, 0.453059, 0.51993, 0.0143842, 0.144561, 0.406138, -0.0139003, 0.695419, 0
0.807213, 0.00781091, 0.174175, -0.00125143, 0.0878621, 0.39553, 0.933362, 0.309408, 0.590513, 0.01475, 0.575174, 0.00943344, 0.579176, 0.0710051, 0.706401, 0.295076, 0.555174, 0.471817, 0.0116089, 0.932897, -0.00189753, 0.37761, -0.00627862, 0.313629, 0.535267, 0.270011, 0.000378745, 0.913414, 0.591012, 0.168558, 0
-0.00564818, 0.883872, 0.943869, -0.0127384, 0.174169, 0.24465, 0.266995, 0.607346, 0.000178434, 0.408752, 0.306646, 0.786898, 0.58157, 0.0110344, 0.0756851, 0.904595, 0.881213, 0.113185, -0.0170576, 0.823169, 0.0145855, 0.730525, 0.567319, 0.571562, 0.32123, -0.0148773, -0.00291568, 0.648289, 0.45424, 0.537956, 0
0.47582, 0.00552673, 0.79898, 0.397797, 0.410316, 0.00490304, 0.565063, -0.000734753, 0.875449, 0.517633, 0.16792, 0.0105781, 0.895925, 0.268361, 0.511685, -0.0197777, 0.284933, 0.00318373, 0.485753, 0.29777, 0.860058, 0.0156918, 0.854539, 0.636166, 0.830288, -0.000927971, 0.690632, 0.000398446, 0.338578, 0.0995223, 0
0.51838, 0.317592, -0.0201816, 0.0011522, 0.948918, 0.792168, 0.00107539, 0.76585, 0.0617837, 0.349123, 0.264529, 0.163138, -0.000873821, 0.69557, 0.174029, 0.501643, 0.0413337, 0.0101299, 0.0554395, 0.0741968, -0.00981253, 0.226264, 0.354168, 0.189824, 0.625328, -0.00451226, 0.00471995, 0.254784, 0.844226, 0.998959, 0
0.00648593, 0.363344, 0.474424, -0.00777762, 0.637304, 0.766142, 0.105945, 0.639553, 0.216254, 0.00156702, -0.00854412, 0.0166911, 0.7366, 0.36529, 0.109416, 0.0243162, 0.195186, 0.835913, -0.002147, 0.97753, 0.745089, 0.0166056, 0.609246, 0.475553, -0.00978971, 0.972972, 0.718513, 0.00545153, 0.827713, 0.501167, 0
0.381397, 0.0741731, 0.0147053, 0.872941, 0.365168, -0.00220029, 0.110026, -0.0083372, 0.436738, 0.618042, 0.822475, 0.648908, 0.0641598, 0.033122, 0.926565, 0.35711, 0.229776, 0.792367, 0.11013, -0.0152215, 0.000711772, 0.744025, 0.952322, 0.664444, 0.630507, 0.517107, 0.4341, 0.232714, -0.0100701, 0.541063, 64
0.00115384, 0.969256, 0.104433, 0.939454, 0.0118202, 0.878369, 0.254388, 0.141306, -0.0146683, 0.37129, 0.485876, 0.708802, -0.0106922, 0.48088, 0.0687238, 0.209675, 0.329329, 0.820065, 0.171331, -0.00316904, 0.0104674, 0.240831, 0.861741, 0.906758, 0.15895, 0.000635045, 0.523584, -0.00576214, 0.510977, 0.884759, 0
0.12148, 0.484506, 0.0260239, -0.00117494, 0.395923, 0.235591, 0.53203, 0.331763, -0.00054813, 0.63219, 0.536523, 0.336772, 0.311618, -0.00731166, 0.520441, 0.94621, 0.85312, 0.0210213, 0.674042, 0.347113, 0.185174, 0.0118227, -0.00342938, 0.817775, 0.0434116, 0.411781, 0.323487, 0.0499371, 0.241559, 0.00386554, 0
-0.0075864, 0.495165, 0.313554, 0.634114, -0.0113867, 0.500825, -0.00792127, 0.628295, 0.173621, 0.374908, 0.603774, 0.896714, 0.858605, -0.000858809, 0.645318, 0.738973, 0.0253612, 0.52812, 0.00343897, 0.282399, -0.00116513, 0.889607, 0.17861, -0.0259485, 0.659066, 0.664527, 0.481572, -0.0104434, 0.740779, 0.936303, 0
0.878426, -0.0210388, 0.771593, -0.00375477, 0.762826, 0.419219, 0.732435, 0.409526, 0.169912, 0.00917466, 0.153128, 0.952232, 0.473666, 0.0119141, 0.220578, 0.913225, 0.131844, 0.00346012, 0.762791, 0.754343, 0.253853, 0.00912507, 0.436669, -0.0125994, 0.112531, 0.329966, 0.441911, 0.814443, 0.641571, -0.00662737, 0
0.00833283, 0.712581, 0.474262, 0.176174, 0.00618067, 0.303981, 0.725597, 0.12797, 0.638105, -0.00657006, 0.227404, 0.898995, 0.49268, -0.00171535, 0.882863, 0.639471, 0.184931, -0.0237523, 0.844592, 0.88589, 0.00207799, 0.0382469, 0.00207661, 0.471178, 0.0932633, 0.134612, 0.993796, 0.517637, 0.865346, 0.00750918, 0
0.851931, 0.98131, 0.00890758, 0.339213, -0.00750106, 0.864355, 0.0905691, 0.236634, -0.00204454, 0.724701, 0.342799, 0.39043, 0.345053, 0.0139548, 0.328516, 0.132113, 0.711513, 0.962649, -0.0171985, 0.815658, 0.0462354, -0.0175014, 0.255929, -0.0032949, 0.117804, 0.722969, 0.348428, 0.598842, -0.00193892, 0.432595, 0
0.00906564, 0.43779, 0.660733, 0.291474, 0.107853, 4.13375e-06, 0.0312778, 0.889463, 0.563683, -0.0033692, 0.141381, 0.361579, 0.159049, -0.00400439, 0.422066, 0.168206, 0.863785, 0.386531, 0.0026531, 0.330965, 0.177169, 0.0115189, 0.00575578, 0.298664, 0.676622, 0.478108, 0.0068441, 0.891625, 0.835442, 0.289406, 0
0.121924, 0.106557, -0.000449897, -0.00466306, 0.480507, 0.870198, -0.0115002, 0.347711, 0.612306, 0.301137, 0.0102827, 0.832057, 0.291061, 0.72138, 0.453676, 0.26484, 0.620172, 0.859659, -0.0212795, 0.618818, -0.00328926, 0.574921, 0.167795, 0.81205, -0.00764915, 0.269016, 0.00247292, 0.681629, 0.794461, 0.0927346, 0
0.250737, 0.216426, 0.00309198, 0.851501, -0.00737065, 0.214373, 0.00470795, 0.627317, 0.591484, 0.692965, 0.475442, 0.61052, 0.263354, 0.0124662, 0.211809, 0.199623, 0.856163, 0.861233, 0.457365, -0.00960959, 0.0810445, -0.0083275, 0.403639, -0.014381, 0.469533, 0.744242, 0.311166, -0.0168254, 0.805611, 0.0576987, 0
0.00261591, 0.269456, 0.287382, 0.700271, 0.0131107, 0.055535, 0.0569335, 0.458694, -0.0053532, 0.64271, 0.306871, 0.868773, 0.781019, -0.00369086, 0.151463, 0.264683, 0.0134698, 0.864997, 0.0618901, 0.334361, 0.00830932, 0.624916, 0.00176861, 0.602806, 0.53445, 0.506622, 0.293585, -0.010879, 0.868078, 0.222994, 0
0.095772, 0.644426, -0.0126145, 0.702098, 0.517772, -0.00299299, 0.415225, 0.0477894, 2.92935e-05, 0.0296524, 0.399353, 0.706339, 0.281248, 0.12949, 0.00410717, 0.179392, 0.0130917, 0.708543, 0.169908, 0.628022, 0.280356, -0.0174131, 0.305493, -0.00117352, 0.379515, 0.994564, 0.242115, 0.0111926, 0.796477, 0.178581, 0
0.293848, 0.714752, 0.000793196, -0.000166668, 0.46077, 0.138635, 0.600837, 0.734979, 0.00827158, 0.990783, 0.595624, 0.584603, 0.865194, 0.01721, 0.66489, -0.015605, 0.289752, 0.469705, 0.711872, 0.596562, -0.00544973, 0.648871, -0.0129973, 0.596753, 0.687532, 0.873196, 0.64106, 0.37896, 0.00217398, 0.534661, 0
0.896133, 0.548095, -0.00315402, 0.273635, 0.269876, -0.000772435, 0.0040341, 0.213023, 0.377218, 0.100456, 0.00791805, 0.509006, 0.25398, 0.444178, 0.949503, 0.90296, 0.807211, 0.901225, 0.723124, 0.0179645, 0.0805935, -0.00181236, 0.511307, 0.00455644, 0.338317, 0.349369, 0.0344865, 0.704625, 0.899626, 0.000829109, 0
0.216446, 0.600896, 0.00898758, 0.836121, 0.388247, -0.00447726, -0.00368231, 0.821772, 0.634076, 0.786796, 0.15623, -0.00387338, 0.0170682, 0.105792, 0.849656, 0.537392, 0.0398704, 0.484657, 0.0116561, 0.114538, 0.530445, -0.0101346, -0.00830686, 0.529431, 0.714617, 0.129315, 0.434209, 0.00434227, 0.313101, 0.0583549, 0
0.724135, -0.0115558, 0.287292, -0.02271, 0.596172, 0.0408766, 0.129561, 0.666824, 0.0933348, 0.000427974, 0.285088, 0.285371, 0.0108421, 0.100873, 0.414861, -0.00786249, 0.70102, 0.48994, 0.868933, 0.0249791, -0.00815672, 0.128348, -0.0076978, 0.856049, 0.294357, 0.847332, 0.757435, 0.913857, 0.855983, -0.0154009, 0
0.622775, 0.240334, 0.00986602, -0.00395052, 0.478223, 0.833767, 0.405971, 0.138981, 0.00577183, 0.626111, 0.456947, 0.566888, -0.0034993, 0.6701, 0.352498, 0.00697702, 0.674416, 0.72614, 0.288729, 0.390095, 0.146446, -0.0226149, 0.0938425, 0.374131, 0.303616, -4.58312e-05, 0.593023, 0.343819, 0.845404, -0.0053975, 0
-0.0229587, 0.876371, 0.865273, 0.0407922, -0.00126679, 0.939794, 0.197603, 0.427446, 0.719414, -0.00790675, 0.774542, 0.324134, -0.00523466, 0.915034, 0.857576, -0.0270067, 0.622582, 0.958281, 0.462958, 0.722583, 0.00717608, 0.771326, 0.580358, 0.0633855, 0.00489297, 0.972622, 0.437342, 0.549873, 0.391045, -0.0116087, 0
0.102962, 0.0901629, 0.013063, 0.882323, 0.820881, 0.00751018, 0.807534, 0.895969, -0.0147811, 0.0814983, 0.732513, 0.00396512, 0.783765, 0.461355, 0.123469, 0.00412465, 0.442753, 0.225363, 0.0170161, 0.24969, 0.183582, -0.00208321, 0.00673742, 0.0668441, 0.585006, 0.758617, 0.0167535, 0.283042, 0.850786, 0.100713, 0
0.188783, 0.655871, -0.00620533, 0.714143, -0.013004, 0.103333, 0.0082306, 0.535853, 0.620817, 0.43621, 0.856036, 0.639901, 0.723031, -0.0023766, 0.46961, 0.00815861, 0.932878, 0.419354, 0.769697, 0.750319, 0.996584, -0.0170347, 0.946889, 0.638911, 0.000390837, 0.752369, 0.520011, 0.26721, 0.0722399, -0.00644672, 0
0.513549, 0.00667886, 0.214838, 0.367957, -0.00954671, 0.0174971, 0.401998, 0.991426, 0.0241478, 0.87115, 0.0373103, 0.215003, -0.00175174, 0.55521, 0.308315, 0.755122, 0.0735132, 0.157438, 0.127916, -0.00365588, -0.0153579, 0.899512, 0.0604648, 0.69113, 0.00329694, 0.63147, 0.306987, -0.00184121, 0.744414, 0.840848, 0
0.871537, 0.553332, -0.00100463, 0.307116, 0.514444, -0.01746, 0.65642, 0.379993, -0.00154647, 0.921039, 0.0976962, -0.00817525, 0.391679, 0.306693, 0.0296118, 0.0812844, 0.687552, 0.498835, 0.51524, 0.00530387, 0.000695573, 0.699251, 0.132525, 0.00667531, 0.908589, 0.435359, -0.0059535, 0.805718, 0.256156, 0.390882, 0
