@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute class {0, 1, 2, 4, 5, 8}

@data
0.00971382, 0.379345, 0.0599112, 0.543302, -0.0197814, 0.0103122, -0.00157082, 0.808085, 0.00366073, 0.400523, 0
0.00369196, 0.333139, 0.72236, 0.7542, 0.450254, 0.00395433, 0.637734, -0.00278834, -0.00795918, 0.358963, 0
0.00341164, 0.264752, 0.551143, 0.334678, 0.00594688, 0.207697, 0.429437, 0.0051063, 0.000659456, 0.103572, 0
0.605801, -0.0032805, 0.430455, 0.447364, 0.00146614, 0.796566, 0.892754, 0.013368, 0.176493, 0.00335609, 0
-0.0121969, 0.642566, -0.00858168, 0.339923, 0.0645676, 0.507764, 0.00430176, 0.350297, 0.0120536, 0.285249, 0
-0.00805389, 0.397937, 0.00141647, 0.208779, 0.7657, 0.830472, 0.584926, -0.00680622, -0.000646958, 0.29288, 0
0.325972, -0.0101345, 0.216078, 0.405784, -0.0035767, 0.607834, 0.776889, 0.00471019, -0.00261371, 0.56328, 0
-0.0101602, 0.453134, 0.661577, 0.854295, -0.00694983, 0.970466, 0.00402823, 0.576807, 0.329832, 0.00563646, 0
0.000489004, 0.805041, -0.0243991, 0.454706, 0.925092, 0.369252, -0.0158162, 0.0401336, -0.0050652, 0.0876171, 0
-0.0285136, 0.835383, 0.959166, 0.0938105, -0.0129523, 0.277508, 0.578625, 0.00414993, -0.0135586, 0.760046, 0
0.0912951, 0.00983501, 0.31665, 0.888921, 0.815909, 0.0148204, -0.00118247, 0.00912073, -0.0125368, 0.011968, 0
-0.0109407, 0.697139, 0.771529, 0.693826, 0.699629, -0.0039666, -0.0250193, 0.887072, -0.000492133, 0.682973, 0
0.00572798, 0.485752, 0.0028519, 0.571746, 0.201145, 0.323264, 0.960965, 0.023746, 0.0269811, 0.00753252, 0
-0.00425883, 0.649475, 0.0898905, -0.00392152, 0.0915285, 0.175159, 0.00155601, 0.573482, 0.00331084, 0.698538, 0
0.00929769, 0.392466, 0.112021, 0.598285, 0.285883, -0.0225516, -0.00669695, 0.161008, 0.96297, -0.00844779, 0
0.40475, -0.00796426, 0.527002, 0.777959, 0.971298, 0.00324738, 0.042176, 0.0154711, -0.00733962, 0.00414232, 0
0.86164, 0.00487217, 0.00381218, 0.0161079, 0.253038, 0.857413, 0.717732, 0.00701463, 0.010326, 0.479766, 0
0.122377, -0.000899333, 0.201704, 0.422696, -0.00621787, 0.253993, 0.1026, 0.00120665, 0.49979, -0.0034197, 0
-0.0132201, 0.724414, 0.091489, 0.434528, 0.131918, 0.00198391, 0.28429, 0.0104101, -0.016956, 0.141875, 0
-0.0168592, 0.907547, 0.433007, 0.675155, 0.994182, -0.0131565, 0.00101253, 0.915977, 0.253498, 0.014542, 0
0.894255, 0.00260238, 0.616467, 0.718242, 0.00905175, 0.364916, 0.735497, 0.010494, 0.972015, -0.00601575, 0
-0.0297683, 0.319452, -0.0145025, 0.637676, 0.284083, 0.193542, 0.0101806, -0.0209264, 0.480463, 0.0035688, 0
0.620057, -0.0108243, 0.897636, -0.00534473, 0.683493, 0.775061, 0.410639, 0.00783232, -0.00021996, 0.812853, 0
-0.00398907, 0.14452, -0.00569719, 0.678513, 0.221229, 0.00213265, -0.000299886, 0.101346, -0.0125743, 0.176129, 0
0.805771, -0.00250407, -0.00826723, 0.46514, 0.862265, 0.115344, 0.950167, -0.00169289, 0.49733, -0.00660106, 0
-0.00666618, 0.917308, -0.00690029, 0.0256591, 0.39664, 0.34905, 0.878077, 0.0069293, -0.00975579, 0.95134, 0
0.0813291, -0.0165433, 0.20716, 0.00757806, 0.268351, 0.553251, 0.467411, -0.0120829, 0.292032, 0.0104136, 0
-0.00812814, 0.171027, -0.00693622, 0.847967, 0.490613, 0.105033, 0.00122255, 0.541074, 0.605559, -0.00578353, 0
0.00545869, 0.31191, 0.556773, 0.453163, -0.0101585, 0.468646, 0.982333, 0.00352671, 0.00854714, 0.813107, 0
0.697634, 0.00417771, 0.0129202, 0.39982, 0.742763, 0.369367, 0.272505, -0.00110391, 0.00236477, 0.741114, 0
-0.00117987, 0.854554, 0.010169, 0.278548, 0.199427, 0.463172, 0.601855, -0.0052395, 0.299183, 0.0069169, 0
0.0797899, 0.00571979, 0.852922, 0.0670865, 0.00565525, 0.428717, 0.00489548, 0.855896, 0.00807425, 0.750799, 0
0.553306, 0.00610535, 0.501977, -0.00366048, 0.0755756, 0.788037, 0.018641, 0.434921, 0.0110603, 0.449772, 0
-0.0130152, 0.406732, 0.942773, 0.540006, 0.824058, -0.00672534, 0.0114702, 0.80081, -0.0003866, 0.936447, 0
-0.000478998, 0.905842, 0.798718, 0.70091, 0.134081, 0.00253314, -0.00818993, 0.946038, 0.399694, -0.0100603, 0
0.335775, -0.00340757, 0.618639, 0.390004, 0.875267, 0.00753658, 0.600042, -0.00684194, 0.565273, -0.00489157, 0
-0.00313487, 0.256848, 0.286364, 0.99611, 0.00763851, 0.565147, 0.43339, 0.0137701, 0.00579132, 0.886651, 0
0.641842, -0.007916, 0.601135, 0.76452, 0.899491, 0.00114041, 0.000991075, 0.560452, -0.0104392, 0.409538, 0
-0.0103002, 0.801497, 0.441724, 0.57125, 0.524256, -0.000932596, 0.00403081, 0.0443877, 0.00701344, 0.752104, 0
0.00984666, 0.687265, -0.000644349, 0.0484592, 0.570877, 0.307346, -0.00384094, 0.313719, 0.00595781, 0.990586, 0
-0.00432492, 0.585209, 0.868513, 0.579369, 0.234128, 0.00264174, 0.294977, 0.00483176, 0.00972234, 0.488161, 0
-0.00536272, 0.909821, 0.859073, -0.000784125, 0.360416, 0.704081, 0.404555, 0.00455057, -0.00265582, 0.734788, 0
0.306718, -0.00720766, 0.977483, 0.00216379, 0.937617, 0.536869, -0.0205206, 0.100611, 0.0896988, -0.0120016, 0
0.621801, 0.0123772, 0.996789, 0.909484, 0.16433, -0.001563, 0.979228, -0.0034738, 0.0130328, 0.254594, 0
0.211331, -0.00980461, 0.752498, 0.481, 0.0216812, 0.074802, 0.759061, 0.0111238, 0.392318, 0.0118633, 0
0.00375675, 0.405051, 0.879937, -0.012926, 0.0116375, 0.647225, 0.968962, -0.00789007, -0.000862942, 0.498742, 0
-0.00682413, 0.935942, 0.147258, 0.00535851, 0.995878, 0.235401, 0.0183316, 0.768673, 0.153401, -0.0176721, 0
0.0110605, -0.00316792, 0.386591, 0.0803631, 0.951686, -0.00980541, -0.00279604, 0.878707, 0.0115514, 0.314556, 0
0.742542, 0.00118169, 0.405282, 0.00154789, 0.90674, 0.181848, 0.020372, 0.924222, 0.000568551, 0.817881, 0
-0.00296629, 0.59924, 0.814638, 0.982404, 0.22648, -0.00446383, 0.821841, -0.0136919, 0.0405593, -0.00738836, 0
0.290722, -0.000481308, 0.71824, -0.0040157, 0.279745, 0.106244, 0.697006, 0.00463222, 0.00408877, 0.0111285, 0
-0.00313735, 0.625589, 0.00171412, 0.615416, 0.182389, 0.737013, 0.0395212, -0.0107842, 0.904016, 0.0206697, 0
0.246011, -0.00272463, 0.744031, 0.569319, 0.0680184, 0.00457801, 0.00412643, 0.508835, 0.704994, 0.000799693, 0
0.00248174, 0.787849, 0.618167, 0.0104835, 0.962915, 0.972775, 0.223305, 0.0217313, 0.956877, 0.00537171, 0
0.452238, 0.00191004, 0.479629, -0.0131257, 0.840526, 0.584542, 0.236289, 0.00867911, 0.259218, 0.00869712, 0
0.938186, -0.00580535, 0.0311778, 0.0572594, 0.0191929, 0.894008, 0.486301, -0.00954593, -0.0011425, 0.334374, 0
0.0733348, 0.00579397, 0.684641, 0.488098, 0.322151, 0.00610487, 0.000254614, 0.0388756, 0.013296, 0.364356, 0
0.00738403, 0.0132214, 0.36242, 0.831183, 0.0126839, 0.282376, 0.779124, -0.000999349, -0.00871445, 0.645052, 0
0.467548, -0.000316652, -0.0172943, 0.00694234, 0.026909, 0.190083, 0.0368411, -0.0180864, 0.00733247, 0.553006, 0
-0.00787706, 0.64035, 0.93213, 0.772234, 0.239971, -0.0132656, 0.532309, 0.0145132, 0.807452, 0.0178491, 0
0.0093517, 0.472261, 0.986537, 0.726797, 0.00702004, 0.836901, 0.00742209, 0.270324, 0.00353033, 0.278507, 0
0.906891, 0.0123511, 0.48355, 0.00328157, 0.801578, 0.680974, 0.551198, -0.000555911, -0.0113739, 0.487621, 0
0.855764, 0.0230865, 0.245399, 0.00768323, 0.439121, 0.208577, 0.603259, -0.00717453, -0.00993177, 0.94754, 0
0.0102154, 0.354813, 0.843582, 0.189555, 0.00723663, 0.842329, 0.507834, 0.00378022, 0.76706, 0.0115609, 0
0.00688119, -0.00360045, 0.526612, 0.913755, 0.00811232, 0.338958, 0.082272, -0.00761098, -0.0134268, 0.570955, 0
0.9919, 0.0192491, 0.838791, 0.43017, 0.562771, -0.00375574, 0.114056, 0.00276674, 0.0457515, 0.5141, 0
0.0049008, 0.225211, 0.00781175, 0.859333, 0.14727, 0.240996, -0.0156426, 0.0606283, 0.0138162, 0.0112507, 0
0.82811, 0.00203537, 0.716952, 0.528689, -0.0060933, 0.361383, 0.28476, 0.0051974, 0.00882091, 0.366693, 0
-0.00297694, 0.551923, 0.787455, 0.426553, 0.198432, 0.0112912, 0.717474, -0.0202032, 0.168323, -0.0169712, 0
0.0190412, 0.954909, 0.590467, 0.220145, 0.158707, 0.00729192, 0.009406, 0.16594, 0.00509694, 0.982679, 0
0.0473433, -0.0143545, 0.158197, 0.629524, 0.000711642, 0.775159, 0.016641, 0.111726, 0.756767, -0.00556873, 0
-0.0223793, 0.875662, 0.797003, -0.000328172, 0.558606, 0.0149594, 0.249277, 0.000445271, 0.312994, 0.0112077, 0
0.304765, 0.00976804, 0.11835, 0.0948009, 0.012632, 0.930956, 0.0715932, 0.00637793, 0.0156664, 0.989959, 0
0.81372, -0.0142969, 0.791586, 0.216376, -0.00809257, 0.637559, -0.00742278, 0.23597, -8.63341e-05, 0.299416, 0
0.0162925, 0.61859, 0.48307, 0.152162, 0.850913, -0.00507875, 0.00307886, 0.794904, -0.000595612, 0.961786, 0
-0.00253298, 0.161052, 0.120177, 0.326355, 0.410752, 0.0107305, 0.115295, -0.00756883, -0.00437478, 0.833525, 0
0.075842, 0.011429, 0.848859, 0.428126, 0.0133221, 0.850637, 0.469211, 0.00737097, 0.248408, 0.0238194, 0
0.992759, 0.00358858, 0.010231, 0.729757, 0.0539327, 0.932376, 0.00736446, 0.264638, -0.0100013, 0.269232, 0
0.157761, 0.00479043, 0.552073, 0.114139, 0.0134853, 0.517425, 0.165066, 0.00230437, 0.349742, -0.00956399, 0
0.308461, -0.0181427, 0.656392, 0.856374, -0.00115096, 0.12846, 0.135094, -0.0137443, 0.966212, -0.00391165, 0
0.0164442, 0.871176, 0.216275, 0.313374, 0.697943, -3.02061e-05, 0.355159, 0.00206327, 0.164668, -0.00042003, 0
0.491894, -0.00634431, 0.9392, -0.0124873, 0.329516, 0.76498, 0.000405452, 0.828287, 0.566497, 0.00334209, 0
-0.0030099, 0.869799, 0.59929, 0.00474481, 0.743044, 0.939478, 0.911003, 0.00105814, 0.634171, -0.00237293, 0
0.661805, -0.0204489, 0.901712, 0.272406, 0.960069, 0.0102726, 0.662281, 0.00813923, 0.911612, -0.00095105, 0
0.866565, 0.00287171, 0.00713943, 0.955802, -0.00543841, 0.803621, 0.0103444, 0.470946, 0.00209671, 0.637401, 0
0.11021, 0.00214937, 0.491656, 0.199803, 0.124972, -0.0185189, 0.864665, -0.00444249, 0.614472, 0.00210112, 0
-0.000912977, 0.370312, 0.799855, 0.266041, 0.647747, 0.00632163, -0.00754256, 0.909497, 0.299731, 0.000956631, 0
0.83367, -0.000137472, 0.355121, 0.038446, 0.987584, -0.0100226, 0.0234234, 0.00352282, -0.00661195, 0.233724, 0
0.41484, 0.00453748, 0.478681, 0.82655, -0.0111775, 0.685915, -0.000750489, 0.635575, -0.0049542, 0.271519, 0
0.477327, -0.00219742, 0.434524, 0.00360561, 0.101566, 0.706539, -0.00620835, 0.356792, 0.276688, 0.00340062, 0
0.0821767, 0.00397326, -0.00735823, 0.631506, 0.602836, 0.535271, 0.860452, 0.0101889, 0.00887154, 0.366317, 0
-0.00125141, 0.30805, 0.0051426, 0.339011, 0.716833, 0.868164, -0.00657899, 0.30867, 0.45743, -0.00973772, 0
-0.0179781, 0.665584, 0.0369214, 0.0141139, 0.537421, 0.0749918, -0.00318394, 0.554938, -0.00243595, 0.846336, 0
0.012343, 0.792078, 0.196974, 0.615845, 0.000310146, 0.556658, 0.849338, 0.000585994, 0.00245241, 0.740793, 0
0.0192958, 0.598225, 0.0152825, -0.00858235, 0.0707485, 0.242986, -0.0102643, 0.200316, -0.00281408, 0.663678, 0
-0.00313833, 0.407524, 0.529215, -0.00331143, 0.597742, 0.0010408, 0.465591, 0.00238271, 0.823122, -0.00408667, 0
-0.000223368, 0.175931, 0.829588, 0.66869, 0.634115, 0.00429296, 0.00162956, 0.457844, 0.494786, -0.015765, 0
0.0194515, 0.0128053, 0.0507678, 0.739345, -0.0030938, 0.698844, 0.205938, 0.0147658, 0.00937997, 0.798747, 0
0.126862, 0.0160823, 0.139888, 0.136724, 0.632788, 0.00397855, 0.00327731, 0.964454, -0.00540979, 0.725949, 0
0.00268435, 0.799313, 0.436638, 0.00745143, 0.837548, 0.199215, 0.087429, 0.00521273, 0.13196, -0.00225606, 0
-0.000735916, 0.744102, 0.00607509, 0.461279, 0.869495, 0.671447, 0.889441, -0.00311385, -0.0163843, 0.559495, 0
0.0709887, -0.00520623, 0.437157, 0.684781, 0.00871923, 0.732489, 0.00326399, 0.240474, 0.161259, 0.003287, 0
-0.000502051, 0.292635, 0.0621208, 0.0457092, 0.241494, 0.00751378, 0.300741, -0.00053999, 0.956565, 0.00636507, 0
0.541155, -0.017948, 0.519829, 0.011831, 0.671716, 0.215789, -0.00847803, 0.6352, 0.0187526, 0.0057513, 0
-0.00204277, 0.349942, 0.831461, 0.954533, -0.0222157, 0.482271, 0.00349328, 0.249917, 0.426124, 0.0173139, 0
0.897466, 0.00350686, 0.814793, 0.521556, 0.0136912, -0.00615268, 0.384922, 0.00146136, 0.734192, -0.00517338, 0
-0.00377201, 0.423194, 0.515641, 0.600987, 0.010507, 0.390289, 0.0043313, 0.395169, 0.74549, 0.00497746, 0
0.143484, -0.0104684, 0.0124481, 0.124934, 0.613471, 0.272213, 0.00185612, 0.487955, -0.0138776, 0.0557904, 0
0.660299, 0.0108336, 0.590003, 0.282302, 0.0100561, 0.772372, -0.00946382, 0.682878, 0.389916, 0.00494596, 0
0.00670777, 0.905444, 0.887239, 0.197859, -0.0130766, 0.311578, 0.999631, -0.00155568, 0.00358509, 0.661917, 0
0.00933465, 0.357965, -0.00766858, 0.620468, 0.364731, 0.271343, 0.23396, -0.00138566, -0.0119644, 0.881105, 0
0.353796, 0.00492866, 0.546667, 0.415655, 0.861365, -0.00117113, 0.243345, -0.00289718, 0.463421, -0.00336395, 0
0.969078, -0.00696044, -0.0220109, 0.741032, 0.738008, 0.218625, 0.00399715, 0.86186, 0.000690966, 0.247631, 0
-0.0107554, 0.889842, 0.0104376, 0.140105, 0.914984, 0.084481, 0.608599, 0.00608513, 0.39274, -0.00337309, 0
0.137866, 0.00156958, 0.255234, 0.277344, -0.00800015, 0.124145, -0.0100965, 0.360907, -0.0137417, 0.653737, 0
0.789969, 0.00323998, 0.00615257, -0.0110615, 0.852504, 0.657227, 0.887714, 0.00919633, -8.36162e-06, 0.339372, 0
-0.000780634, 0.907355, 0.0141704, 0.33215, 0.997447, 0.845158, -0.00793294, 0.34315, -0.00392166, 0.654842, 0
-0.0150964, 0.67187, 0.137026, 0.437255, -0.00400308, 0.119321, -0.0081027, 0.990262, 0.629328, 0.00576735, 0
0.00238206, 0.08634, 0.121803, 0.547183, 0.645925, 0.0121016, 0.00477331, 0.996905, -0.00215469, 0.820027, 0
0.440524, -0.00792476, 0.918776, 0.146108, 0.281127, -0.00124238, -0.0100247, 0.829748, 0.624796, 0.00436381, 0
0.721621, 0.0120953, -0.0137137, 0.0486999, 0.860061, 0.826262, 0.73305, -0.0154415, 0.0891757, -0.00325799, 0
0.685558, -0.0195671, 0.179265, 0.664909, 0.00902556, 0.0574033, 0.937648, -0.0210748, 0.31255, -0.00328479, 0
0.621352, -0.0139953, 0.009054, 0.993694, 0.745578, 0.376096, 0.53514, 5.34638e-05, -0.0163822, 0.712925, 0
0.124564, 0.00654054, 0.417733, 0.00292167, 0.557004, 0.948969, 0.0125493, 0.0719966, 0.814424, -0.0135843, 0
-0.0046793, 0.630267, 0.442081, 0.000398096, 0.00772745, 0.245004, -0.00171422, 0.273624, 0.788509, 0.0147782, 0
-0.00510858, 0.593353, 0.788621, 0.89349, 0.00818648, 0.890456, 0.00471249, 0.896571, 0.0970318, 0.00836049, 0
0.550672, -0.00210727, 0.340106, -0.00480524, 0.642686, 0.856969, 0.781129, -0.00220291, 0.413196, -0.00808162, 0
-0.0030316, 0.165618, 0.868106, 0.552981, 0.0118829, 0.236839, 0.0542696, 0.00246527, 0.173753, -0.00575374, 0
0.305339, -0.00520074, 0.8078, 0.00517769, 0.406728, 0.73407, 0.298037, 0.00950369, 0.0165297, 0.249743, 0
0.013577, 0.929245, 0.648065, 0.722345, 0.740801, -0.0111141, 0.00571287, 0.957671, 0.000359193, 0.550844, 0
-0.00139809, 0.955982, 0.0130241, 0.788985, 0.580942, 0.457372, 0.74856, -0.00691719, 0.00119044, 0.717059, 0
0.907474, -0.00430598, 0.250147, 0.199474, 0.00918391, 0.00655502, 0.115261, 0.00083452, 0.777304, -0.0147145, 0
0.0109063, 0.857823, 0.684381, 0.0948415, -0.0049596, 0.0262269, 0.796314, 0.0121511, 0.640033, 0.768899, 8
-0.00591629, 0.607292, 0.787086, 0.0877043, 0.0167724, 0.359454, 0.0036108, 0.212151, 0.00217319, 0.605597, 0
-0.0140701, 0.764662, 0.561559, 0.00214633, 0.47163, 0.957639, -0.019657, 0.0642463, 0.815058, -0.0118117, 0
0.839696, -0.00587635, 0.000132476, 0.607492, 0.480186, 0.564412, 0.915371, -0.00266687, 0.817953, 0.00543589, 0
0.0375577, -0.00157411, 0.131198, 0.00944609, 0.157581, 0.647157, -0.00148212, 0.535801, 0.461185, 0.00521288, 0
-0.00655059, 0.548509, 0.494624, 0.0363912, 0.546589, -0.000704762, 0.0148682, 0.370201, 0.361466, -0.00531117, 0
0.471725, -7.74591e-05, 0.772972, 0.0245445, 0.538356, 0.478541, 0.550238, -0.0214861, -0.0233952, 0.333042, 0
0.951531, 0.00939957, 0.000336926, 0.394645, 0.659238, 0.319532, 0.989416, 0.00435246, -0.0211279, 0.200448, 0
0.412859, -0.00174945, 0.00904905, 0.667844, 0.80422, 0.782994, 0.177564, 0.00814568, 0.0123957, 0.257721, 0
-0.000907462, 0.981905, -0.0038409, 0.556484, 0.709466, 0.885821, 0.209132, 0.001937, 0.00535438, 0.45127, 0
-0.00523616, 0.944233, 0.137674, 0.000351688, 0.701882, 0.725566, 0.103346, -0.0103188, -0.0092583, 0.423773, 0
0.995128, 0.654224, 0.643256, 0.460967, 0.909734, 0.00786122, 0.563945, -0.0134556, 0.283744, 0.00915435, 1
0.00474228, 0.507291, 0.469724, 0.00531892, 0.0727027, 0.316861, 0.525307, 0.622673, 0.910738, -0.000863652, 4
0.38362, 0.0204776, 0.0805036, 0.807741, 0.990904, -0.00522455, 0.0538768, -0.0163241, 0.464176, -0.000880668, 0
0.407596, -0.00808197, 0.18848, 0.890234, 0.527303, 0.0131176, 0.275655, -0.00398915, 0.00359991, 0.0833436, 0
0.905933, 0.01363, 0.0750902, 0.00142361, 0.432311, 0.996947, 0.00879669, 0.358061, 0.994587, -0.000114983, 0
0.0584413, 0.00786182, 0.418621, -0.00230439, 0.851575, 0.705944, 0.00963136, 0.534685, 0.238805, 0.00189746, 0
0.16261, -0.0106602, -0.00159777, 0.673295, 0.97241, 0.171219, 0.536525, -0.00565622, 0.448914, 0.00303729, 0
0.00373528, 0.0141161, 0.490686, 0.271725, 0.675444, -0.0141835, 0.00835937, 0.499384, 0.0962266, 0.0239007, 0
-0.00234321, 0.21238, 0.00725918, 0.041805, 0.0182843, 0.385948, 0.591109, 0.00493654, 0.0209439, 0.694324, 0
-0.00193778, 0.350042, 0.171075, 0.00329575, 0.581249, 0.447965, 0.114975, 0.00417072, 0.438469, 0.0110468, 0
0.0133957, 0.931301, 0.0142814, 0.1719, 0.826045, 0.570638, 0.015438, 0.585766, 0.250604, -0.0142316, 0
0.00312343, 0.579477, 0.177787, 0.468093, 0.162234, 0.0112345, 0.540954, 0.00851261, 0.870438, -0.0113951, 0
-0.00604803, 0.456762, 0.436486, 0.377237, 0.431395, 0.0150696, 0.207911, 0.00145071, 0.34798, -0.010976, 0
0.000452004, 0.617834, 0.347985, 0.261823, 0.00113934, 0.757356, 0.989453, -0.0101718, 0.0125494, 0.502852, 0
0.256112, -0.016324, 0.306633, -0.00971865, 0.0595027, 0.572914, 0.0274909, 0.80626, 0.00297346, 0.401003, 0
0.0114714, 0.609316, 0.553432, 0.466233, -0.00501999, 0.820249, -0.00432323, 0.025861, -0.0227091, 0.5002, 0
0.825378, -0.0083393, 0.0105038, 0.0423419, 0.799523, 0.696799, 0.424258, 0.0123233, 0.0201692, 0.108489, 0
0.0113716, 0.93979, 0.000994434, 0.996762, 0.732583, 0.878798, 0.752964, 0.00662432, 0.103891, -0.0110769, 0
0.0108788, 0.00429952, 0.300197, 0.862298, 0.951326, 0.0145127, 0.340933, -0.00737957, 0.368211, 0.00378462, 0
0.164563, -0.0140611, 0.734276, -0.01666, 0.21644, 0.869154, 0.0148314, 0.255945, -0.0197705, 0.215501, 0
0.82267, -0.0100122, 0.989668, 0.258619, 0.606692, -0.000743599, 0.815534, 0.00541241, -0.0098328, 0.63262, 0
0.00297225, 0.738609, 0.483804, 0.564411, -0.00504015, 0.466822, 0.944679, -0.0187787, 0.00931715, 0.0073992, 0
