@relation ionosphere

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute class {0, 1}

@data
1.0, 0.41842, 1.0, 0.449155, 0.999995, 0.424015, 1.0, 0.403615, 0.970275, 0.324245, 0.978675, 0.351075, 0.968595, 0.32794, 0.97243, 0.35947, 0.950685, 0.283085, 0.930215, 0.26346, 0.914935, 0.2439, 0.9204, 0.264315, 0.88112, 0.20815, 0.828615, 0.15603, 0.84357, 0.177315, 0.823635, 0.16387, 0
1.0, 0.066495, 1.0, 0.6114, 0.92746, 0.30052, 1.0, 0.43955, 1.0, 0.675735, 1.0, 0.53886, 1.0, 0.426165, 1.0, 0.0, 1.0, 0.0, 0.809155, 0.579015, 1.0, 0.811745, 1.0, 0.41494, 1.0, 0.67962, 1.0, 0.16753, 1.0, 0.94214, 1.0, 0.40587, 1
1.0, 0.5369, 1.0, 0.5171, 1.0, 0.472185, 1.0, 0.54382, 1.0, 0.598255, 1.0, 0.60164, 1.0, 0.563925, 1.0, 0.552805, 1.0, 0.635435, 1.0, 0.72379, 1.0, 0.70875, 1.0, 0.600165, 1.0, 0.683715, 0.978015, 0.743205, 1.0, 0.66246, 1.0, 0.73356, 0
0.75466, 0.03002, 1.0, 0.63354, 0.4824, 0.0, 1.0, 0.0, 0.718425, 0.0, 0.5, 0.5, 0.0, 0.328675, 0.311595, 0.518115, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.418735, 0.96118, 0.69876, 0.632505, 0.5, 0.5, 1.0, 0.61594, 0.5, 0.5, 1
0.998225, 0.53234, 1.0, 0.49382, 0.989055, 0.51249, 0.98056, 0.51156, 0.99637, 0.53904, 0.946615, 0.55173, 0.97106, 0.526345, 0.944045, 0.5556, 0.93052, 0.543155, 0.908165, 0.55915, 0.91834, 0.57221, 0.906645, 0.56706, 0.89738, 0.56819, 0.89555, 0.576895, 0.88561, 0.57965, 0.854705, 0.560075, 0
0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1
0.835325, 0.51264, 0.83313, 0.525155, 0.785985, 0.593805, 0.54388, 0.670405, 0.818105, 0.560655, 0.810495, 0.571425, 0.893185, 0.55488, 0.791865, 0.590755, 0.571975, 0.70612, 0.76944, 0.60663, 0.7571, 0.613125, 0.74419, 0.61862, 0.730835, 0.62309, 0.717165, 0.62653, 0.703315, 0.62896, 1.0, 0.66518, 0
1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.0, 0.140625, 1.0, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.78125, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1
1.0, 0.49694, 1.0, 0.45083, 1.0, 0.461755, 1.0, 0.446975, 1.0, 0.444635, 1.0, 0.302555, 1.0, 0.42192, 0.96062, 0.34058, 0.932365, 0.32733, 0.958465, 0.27964, 0.9803, 0.26567, 0.90937, 0.29814, 0.913405, 0.288845, 0.87892, 0.308845, 0.90224, 0.297125, 0.87177, 0.274805, 0
1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1
0.980355, 0.53544, 1.0, 0.52148, 1.0, 0.546565, 0.950845, 0.47428, 0.946315, 0.5129, 0.91625, 0.46929, 0.93767, 0.549155, 0.88272, 0.5014, 0.87603, 0.473525, 0.829805, 0.460475, 0.82079, 0.470355, 0.778385, 0.461475, 0.790255, 0.488975, 0.74832, 0.493745, 0.75655, 0.499925, 0.760495, 0.49909, 0
0.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.5, 0.5, 1
1.0, 0.46909, 1.0, 0.51471, 1.0, 0.474345, 1.0, 0.491465, 1.0, 0.44137, 0.922465, 0.47399, 0.96696, 0.46701, 0.84585, 0.463105, 0.828655, 0.398165, 0.97455, 0.34221, 0.90426, 0.34173, 0.92466, 0.32581, 0.862645, 0.35413, 0.86547, 0.30712, 0.77178, 0.36858, 0.821035, 0.302565, 0
1.0, 0.7891, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.18602, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1
1.0, 0.45643, 1.0, 0.413685, 0.933175, 0.091105, 0.974085, 0.805265, 0.977365, 0.29309, 0.94243, 0.34132, 0.939685, 0.382835, 0.905255, 0.1891, 0.561225, 0.0, 0.95142, 0.555265, 0.811785, 0.107265, 0.776945, 0.08566, 0.74068, 0.067085, 0.70325, 0.05163, 0.66492, 0.03936, 0.433295, 0.0, 0
0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 0.3125, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1
1.0, 0.5419, 1.0, 0.586935, 1.0, 0.43346, 0.99086, 0.8226, 1.0, 0.73952, 1.0, 0.795565, 1.0, 0.85379, 1.0, 0.913885, 1.0, 0.975495, 1.0, 1.0, 0.99021, 1.0, 0.95812, 1.0, 0.919495, 1.0, 0.87411, 1.0, 0.82179, 1.0, 0.762395, 1.0, 0
0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1
1.0, 0.42882, 1.0, 0.41872, 1.0, 0.38172, 1.0, 0.46243, 1.0, 0.37495, 1.0, 0.369195, 1.0, 0.390125, 1.0, 0.30697, 1.0, 0.26919, 1.0, 0.322405, 1.0, 0.201695, 1.0, 0.261785, 0.9941, 0.251565, 1.0, 0.1209, 1.0, 0.121195, 1.0, 0.077815, 0
1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.4908, 1.0, 0.0, 1.0, 1.0, 1.0, 0.072085, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.104295, 1.0, 1.0, 1.0, 1.0, 1
0.94104, 0.426805, 0.96704, 0.444715, 0.9605, 0.41775, 0.941535, 0.41482, 0.94231, 0.340955, 0.926345, 0.342685, 0.91058, 0.32038, 0.903405, 0.33184, 0.876215, 0.26489, 0.852775, 0.264235, 0.83075, 0.249575, 0.806485, 0.25957, 0.78402, 0.226855, 0.750895, 0.20073, 0.735375, 0.213115, 0.710945, 0.20957, 0
0.856265, 0.487025, 0.706435, 0.384665, 0.990095, 0.452635, 0.998545, 0.44882, 1.0, 0.445245, 0.794825, 1.0, 0.91863, 0.0, 0.91135, 0.410685, 0.9038, 0.358715, 0.37043, 0.96365, 0.759665, 0.52728, 0.827465, 0.39804, 0.96562, 0.293465, 0.819055, 0.390495, 0.93068, 0.06323, 0.38407, 0.0, 1
1.0, 0.420505, 0.86157, 0.63843, 0.917215, 0.20806, 1.0, 0.358965, 1.0, 0.250685, 0.89981, 0.437365, 0.884185, 0.57319, 1.0, 0.696685, 1.0, 0.63295, 0.98177, 0.490545, 0.962995, 0.04331, 1.0, 0.574015, 1.0, 0.44209, 1.0, 0.444355, 1.0, 0.76686, 1.0, 0.21121, 0
0.830805, 0.0, 1.0, 1.0, 1.0, 0.163395, 0.904465, 0.29777, 1.0, 0.0, 1.0, 0.053125, 1.0, 0.866965, 0.587945, 0.85491, 1.0, 0.89018, 1.0, 0.92634, 1.0, 0.0, 1.0, 0.926785, 1.0, 0.457145, 0.97991, 0.31875, 1.0, 0.82634, 1.0, 0.67366, 1
1.0, 0.502165, 1.0, 0.493955, 1.0, 0.4852, 1.0, 0.46493, 0.989195, 0.46872, 1.0, 0.46728, 0.986305, 0.460415, 0.962805, 0.431675, 0.97092, 0.428365, 0.997945, 0.42876, 0.974075, 0.432175, 0.947345, 0.395745, 0.945335, 0.410455, 0.92822, 0.40724, 0.918885, 0.399495, 0.919335, 0.39617, 0
1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1
0.956205, 0.521735, 0.970955, 0.5114, 0.973525, 0.526725, 0.96791, 0.506605, 0.959555, 0.53174, 0.96383, 0.560335, 0.96024, 0.531055, 0.944495, 0.56361, 0.91872, 0.572195, 0.904915, 0.559245, 0.885205, 0.57111, 0.878775, 0.556495, 0.86775, 0.56641, 0.831935, 0.5765, 0.854625, 0.55377, 0.82629, 0.557235, 0
1.0, 0.512305, 0.99836, 0.524305, 0.987725, 0.535715, 0.808725, 0.0, 0.95518, 0.555735, 0.94231, 0.7682, 0.910385, 0.570685, 0.884645, 0.575945, 1.0, 0.705015, 0.82925, 0.581855, 0.80069, 0.58258, 0.77223, 0.58195, 0.744335, 0.580095, 0.717405, 0.57718, 0.69176, 0.573385, 1.0, 1.0, 1
1.0, 0.53269, 1.0, 0.60373, 1.0, 0.631405, 0.965255, 0.661065, 0.933865, 0.695195, 0.87737, 0.75041, 0.897775, 0.761605, 0.82977, 0.80378, 0.788095, 0.814995, 0.739035, 0.835675, 0.702765, 0.8442, 0.67192, 0.86041, 0.63856, 0.86193, 0.59648, 0.85341, 0.55686, 0.86344, 0.53495, 0.85722, 0
0.0, 0.0, 1.0, 1.0, 1.0, 0.428125, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.589585, 0.0, 0.0, 0.0, 0.54375, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.5, 1
0.95466, 0.543955, 0.93264, 0.58444, 1.0, 0.58299, 0.775935, 0.84077, 0.851035, 0.683595, 0.58143, 0.713695, 0.7881, 0.73043, 0.755335, 0.74809, 0.658195, 0.564835, 0.68912, 0.77231, 0.65637, 0.77913, 0.62428, 0.782635, 0.59313, 0.783025, 0.563175, 0.780505, 0.534635, 0.775305, 0.560685, 0.838695, 0
0.17857, 0.0, 1.0, 0.914285, 1.0, 0.0, 1.0, 0.383035, 1.0, 0.980805, 1.0, 0.311605, 1.0, 0.0, 1.0, 0.569195, 1.0, 0.0, 1.0, 0.483035, 0.07857, 1.0, 0.76875, 0.92857, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1
0.995125, 0.471075, 0.998965, 0.434955, 0.993315, 0.40285, 0.99687, 0.370785, 0.96369, 0.34935, 0.963255, 0.310175, 0.94906, 0.28102, 0.92461, 0.23968, 0.937165, 0.214625, 0.89508, 0.200805, 0.873625, 0.176925, 0.84141, 0.157605, 0.826235, 0.13413, 0.80505, 0.123235, 0.77376, 0.09861, 0.745975, 0.083775, 0
0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.3125, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1
1.0, 0.48135, 1.0, 0.463085, 0.998005, 0.444805, 0.99919, 0.450345, 0.994705, 0.43093, 0.98337, 0.391525, 0.97644, 0.374505, 0.95618, 0.328, 0.952905, 0.33924, 0.949955, 0.326545, 0.93937, 0.311785, 0.931065, 0.28505, 0.91586, 0.28439, 0.907165, 0.287035, 0.889595, 0.260115, 0.875575, 0.24924, 0
0.97299, 0.486575, 0.0, 0.630655, 0.318035, 0.678195, 0.84629, 0.182865, 1.0, 0.483235, 0.3549, 0.49725, 0.22574, 0.57726, 0.959605, 0.26865, 1.0, 0.24788, 0.351325, 0.34273, 0.13068, 0.686805, 0.91936, 0.26633, 0.76104, 0.20935, 1.0, 0.193035, 0.45183, 0.602385, 0.469415, 0.709565, 1
0.99083, 0.50437, 0.990515, 0.48091, 0.987825, 0.471505, 0.979735, 0.465145, 0.99502, 0.477465, 0.973565, 0.44449, 0.966845, 0.43605, 0.971085, 0.442085, 0.89841, 0.404, 0.94137, 0.413065, 0.931285, 0.406305, 0.942435, 0.401555, 0.909065, 0.39432, 0.89273, 0.38068, 0.884555, 0.384525, 0.871615, 0.38049, 0
0.5, 0.5, 1.0, 0.75862, 0.5, 0.5, 0.554955, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.38793, 0.221445, 0.083515, 0.8847, 0.815735, 0.5, 0.5, 0.76724, 0.67834, 0.04849, 0.72414, 1.0, 0.0, 0.0, 0.907865, 0.5, 0.5, 0.5, 0.5, 1
0.92067, 0.40819, 0.71822, 0.514595, 0.967105, 0.498665, 0.939735, 0.568975, 0.905605, 0.491055, 0.942795, 0.774955, 0.95857, 0.21257, 0.875, 0.3524, 0.93338, 0.39948, 1.0, 1.0, 0.73305, 0.41855, 0.95033, 0.48611, 0.96679, 0.49421, 0.80791, 0.33851, 0.922315, 0.37147, 0.966615, 0.492875, 0
1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1
1.0, 1.0, 1.0, 1.0, 0.95505, 1.0, 0.36515, 1.0, 0.08424, 1.0, 0.0, 1.0, 0.0, 0.86263, 0.0, 0.211105, 0.0, 0.28974, 0.0, 0.0, 0.23581, 0.0, 0.95007, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.32657, 1.0, 0.674225, 0
0.160325, 0.0, 0.0, 1.0, 1.0, 0.816585, 0.517575, 0.0, 0.0, 0.0, 1.0, 1.0, 0.943415, 0.0, 0.0, 1.0, 0.9192, 1.0, 1.0, 0.0, 0.0, 0.0, 0.40572, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.668055, 1
0.978295, 0.540715, 0.987435, 0.471665, 0.985825, 0.45758, 0.980485, 0.467195, 0.973585, 0.506395, 0.97718, 0.416025, 0.97306, 0.402515, 0.99815, 0.33866, 0.951715, 0.32049, 0.95714, 0.36342, 0.9507, 0.350965, 0.999495, 0.296265, 0.93622, 0.32707, 0.960295, 0.346905, 0.919755, 0.304695, 0.91083, 0.294135, 0
0.541665, 0.396575, 0.0, 1.0, 0.0, 1.0, 0.859375, 0.735865, 0.089285, 0.186385, 0.0, 0.0, 0.0, 1.0, 0.486235, 0.79576, 0.289435, 0.289435, 0.12686, 0.0, 0.0, 0.265995, 0.0, 0.61905, 1.0, 0.0, 0.0, 0.30543, 0.0, 0.0, 0.0, 0.80729, 1
1.0, 0.488705, 1.0, 0.47753, 1.0, 0.46659, 1.0, 0.456005, 1.0, 0.780865, 1.0, 0.43631, 1.0, 0.42739, 1.0, 0.662035, 1.0, 0.411805, 0.99742, 0.405255, 0.978005, 0.399595, 1.0, 0.03858, 0.9364, 0.391035, 0.9146, 0.38815, 0.892395, 0.386175, 0.86996, 0.385095, 0
0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.40625, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 1
1.0, 0.52906, 0.972625, 0.53709, 0.99976, 0.566155, 1.0, 0.490445, 0.97423, 0.535165, 0.978565, 0.57322, 0.97431, 0.55612, 0.95448, 0.600595, 0.983705, 0.581325, 0.998475, 0.57129, 0.95392, 0.58205, 0.958335, 0.612155, 0.942115, 0.617855, 0.94284, 0.612555, 0.89162, 0.64788, 0.91787, 0.65583, 0
0.58594, 0.0, 0.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.5, 0.19323, 0.16146, 0.902605, 0.68073, 0.759895, 0.571875, 0.5, 0.5, 0.0, 0.364585, 0.07604, 0.98125, 1.0, 1.0, 0.0, 0.83854, 0.5, 0.5, 0.5, 0.5, 1
1.0, 0.548855, 1.0, 0.560985, 1.0, 0.61287, 0.99301, 0.546185, 0.97465, 0.596055, 0.96496, 0.62144, 0.946205, 0.641715, 0.927645, 0.633605, 0.91828, 0.665645, 0.916965, 0.65849, 0.874145, 0.697985, 0.880965, 0.67329, 0.84226, 0.71373, 0.81382, 0.730155, 0.783955, 0.735165, 0.77126, 0.754515, 0
0.508335, 0.321875, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.56146, 0.225, 0.614065, 0.914065, 1.0, 0.28854, 0.5, 0.5, 0.541665, 0.0, 0.446875, 0.416665, 1.0, 0.116665, 0.0, 0.59427, 0.5, 0.5, 1.0, 0.36354, 1
1.0, 0.584005, 0.99676, 0.58167, 0.97308, 0.666735, 0.958795, 0.61305, 0.95704, 0.685535, 0.92125, 0.734495, 0.905055, 0.746125, 0.892365, 0.741555, 0.825455, 0.784885, 0.782765, 0.790355, 0.77793, 0.8236, 0.741555, 0.77618, 0.716585, 0.845645, 0.67842, 0.880735, 0.669605, 0.83422, 0.610505, 0.893425, 0
0.81908, 1.0, 0.604165, 0.0, 1.0, 1.0, 0.938595, 0.654605, 0.16557, 1.0, 0.470395, 0.79386, 0.50877, 0.52522, 0.242325, 0.0, 0.57127, 0.483555, 0.663375, 0.2807, 0.0, 1.0, 0.904605, 0.0, 1.0, 0.4693, 1.0, 1.0, 0.60307, 0.0, 1.0, 1.0, 1
1.0, 0.292715, 1.0, 0.880655, 0.9353, 0.592965, 1.0, 0.450375, 0.96922, 0.73995, 0.82726, 0.4196, 1.0, 0.504395, 0.988065, 0.24937, 0.900125, 0.377515, 0.940325, 0.404525, 1.0, 0.43844, 0.967965, 0.55339, 0.96445, 0.463755, 1.0, 0.363065, 0.71985, 0.599245, 0.75691, 0.47299, 0
0.923915, 0.55299, 1.0, 0.69565, 1.0, 0.0, 0.83469, 0.54212, 1.0, 0.63519, 1.0, 0.80299, 1.0, 0.677535, 1.0, 0.51336, 0.79212, 0.284875, 1.0, 0.81748, 0.94565, 0.632925, 0.955165, 0.333335, 1.0, 0.57971, 0.688405, 0.490265, 1.0, 0.61232, 1.0, 0.687045, 1
1.0, 0.64023, 1.0, 0.512385, 1.0, 0.53882, 1.0, 0.521585, 0.99381, 0.66633, 1.0, 0.527445, 1.0, 0.52192, 0.97875, 0.37701, 0.921855, 0.45666, 1.0, 0.52075, 0.999665, 0.63688, 1.0, 0.30472, 0.98207, 0.48913, 0.933735, 0.6168, 0.97289, 0.389895, 0.901775, 0.463355, 0
1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.828125, 0.5, 0.5, 1.0, 0.0, 1
1.0, 0.83892, 0.906545, 0.910105, 0.715095, 1.0, 0.603095, 0.902705, 0.28064, 1.0, 0.104325, 0.88546, 0.0, 0.70134, 0.30477, 0.20683, 0.010465, 0.28589, 0.134585, 0.118305, 0.311645, 0.012545, 0.70683, 0.0, 0.70889, 0.03352, 0.628865, 0.0, 0.96785, 0.32389, 0.99408, 0.51723, 0
1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 1
1.0, 0.517645, 1.0, 0.591405, 1.0, 0.63484, 1.0, 0.62534, 1.0, 0.64389, 1.0, 0.693215, 1.0, 0.65837, 1.0, 0.828505, 1.0, 0.76923, 1.0, 0.806335, 1.0, 0.797285, 0.947965, 0.84163, 0.94751, 0.85687, 0.928055, 0.835745, 0.871945, 0.928055, 0.857465, 0.879185, 0
1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.125, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.0, 1
0.980435, 0.5431, 0.9838, 0.596395, 0.98013, 0.637255, 0.99022, 0.67526, 0.964335, 0.731405, 0.931325, 0.762585, 0.9141, 0.79397, 0.86621, 0.845325, 0.845015, 0.8657, 0.772365, 0.8441, 0.741695, 0.880985, 0.703075, 0.873445, 0.667005, 0.91898, 0.62472, 0.930305, 0.56878, 0.934175, 0.54524, 0.931425, 0
