@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 64}

@data
0.745737, -0.00218575, 0.529677, 0.279821, 0.45591, -0.00052445, 0.459102, 0.00724684, 0.0608628, 0.36409, 0.750092, 0.324756, -0.00131286, 0.959193, 0.00613805, 0.988509, 0.276163, -0.00159665, 0.236956, -0.00707919, 0
0.737028, 0.0137842, 0.268064, 0.710623, 0.185845, 0.43963, 0.00532152, 0.640004, 0.420344, 0.851369, 0.284584, 0.00842219, 0.335899, -0.0225703, -0.00946345, 0.481937, 0.670466, 0.00357426, -0.00569619, 0.684176, 0
0.0146573, 0.848005, 0.020354, 0.331245, 0.718267, 0.351414, 0.00569669, -0.010257, 0.855188, 0.669769, 0.930564, 0.391625, -0.00842083, 0.721557, -0.0266877, 0.38491, 0.624233, 0.014045, 0.911044, -0.00292387, 0
0.220711, -0.00611589, 0.693546, 0.0643821, 0.563813, -0.01031, 0.140542, 0.557738, 0.462347, 0.0434538, 0.0116031, 0.60893, -0.00745394, 0.548377, -0.0030088, 0.315295, 0.00639821, 0.892823, 0.447637, 0.0115672, 0
0.636463, -0.0081567, 0.505015, 0.645626, 0.696964, 0.50983, -0.026501, 0.00875945, 0.543406, 0.809113, 0.41781, 0.813355, 0.393723, -0.0140743, 0.00435379, 0.0158125, 0.699728, -0.00575957, -0.0145036, 0.129887, 0
0.628065, 0.217217, 0.00810888, 0.0235324, 0.553294, 0.615726, 0.0149028, 0.367062, 0.443511, 0.00661819, 0.938083, 0.311035, -0.00949533, 0.143038, 0.215942, 0.0113794, 0.0107927, 0.870809, -0.00978569, 0.408017, 0
0.538827, -0.0121618, 0.934158, 0.00662114, 0.0853166, 0.37769, 0.740649, 0.618307, 0.462097, 0.0213617, 0.403932, 0.994614, -0.0101458, 0.59712, 0.963807, -0.0113695, 0.13888, 0.00391403, -0.0141195, 0.170716, 0
0.342218, -0.00184512, 0.657937, 0.117793, 0.861914, -0.0020937, 0.16683, 0.564531, 0.305574, 0.696627, 0.222873, -0.00926063, -0.000772454, 0.603991, 0.0131579, 0.454461, 0.00867662, 0.887193, 0.540124, -0.00959946, 0
0.392501, -0.005421, 0.884192, 0.825677, 0.266034, 0.0110736, 0.240875, -0.00525108, 0.306575, 0.117822, 0.154809, 0.180388, -0.0102254, 0.325088, 0.0066036, 0.131313, 0.0157753, 0.0144346, 0.844403, 0.0023348, 0
0.00883976, 0.0860531, 0.455647, 0.00068372, 0.896799, 0.824908, 0.640318, 0.954284, 0.00885357, 0.931785, 0.785693, 0.851934, 0.00638042, 0.841714, 0.732246, -0.00847579, 0.0112562, 0.644123, -0.0157258, 0.309295, 0
0.000547848, 0.565597, 0.480245, 0.602465, 0.870896, 0.901457, -0.00576341, 0.571151, 0.971842, 0.971489, -0.00573039, 0.980942, -0.00371389, 0.62418, 0.0129727, 0.901867, 0.185349, 0.019098, 0.849467, -0.00848026, 0
0.687021, 0.672079, -0.00025758, 0.00309455, 0.226537, 0.857671, 0.0989417, 0.0201744, 0.17786, -0.0135004, 0.63791, 0.200076, 0.0170325, 0.953441, 0.561825, 0.0049783, 0.515987, 0.00471456, 0.11817, 0.00704759, 0
0.450025, -0.00109329, 0.421401, 0.9939, 0.00185169, 0.716798, 0.370771, 0.134494, 0.228843, 0.187142, 0.233361, 0.0182307, -0.00455545, 0.278974, 0.773365, -0.00884254, 0.521901, 0.000669179, 0.403147, -0.00112185, 0
0.77688, -0.00506027, 0.480763, 0.37213, 0.2679, -0.00576954, 0.00246558, 0.514177, 0.669797, 0.00107061, 0.559646, 0.625815, -0.018437, 0.907917, 0.00573685, 0.999484, 0.151461, -0.00363953, -0.00398877, 0.75988, 0
0.641955, 0.1388, -0.0029981, 0.0296189, -0.00695532, 0.615575, 0.0821541, 0.24303, 0.360149, 0.0677357, 0.915108, 0.00176625, 0.211337, 0.00928055, 0.00131215, 0.915906, 0.00210403, 0.641894, 0.817226, 0.505265, 64
-0.00376756, 0.597826, 0.922726, 0.937489, 0.600976, 0.321338, 0.0122832, 0.47606, 0.554354, 0.516031, 0.766367, 0.0106423, 0.248771, 0.0069521, 0.912207, -0.0149368, 0.3816, -0.00723002, 0.0629898, -0.00041261, 0
0.00583819, 0.556951, 0.931344, 0.129524, 0.236173, 0.00336771, 0.525872, 0.812202, 0.833659, 0.00130716, 0.811898, 0.572372, -0.0142645, 0.444261, 0.554132, 0.0117255, -0.0121015, 0.8897, 0.990255, 0.0112157, 0
0.607848, 0.285364, -0.00577969, 0.00521005, 0.187924, 0.942117, 0.57233, 0.579569, -0.0126404, 0.190954, 0.589741, 0.151019, -0.00395171, 0.171248, -0.00650243, 0.45094, 0.0120517, 0.00954912, 0.0222948, 0.107516, 0
0.0333632, -0.00755269, 0.0451199, 0.963212, 0.578142, 0.754036, 0.525479, 0.45025, -0.0132542, 0.316545, 0.953252, 0.719482, 0.823129, 0.001714, 0.00888317, 0.576033, -0.0135317, 0.631517, 0.398246, 0.0128205, 2
0.228082, 0.0121326, 0.687009, 0.667886, 0.503903, 0.0141352, 0.831333, 0.539446, 0.00510339, 0.771467, -0.0111046, 0.450138, 0.286662, 0.0026485, 0.552801, -0.0123508, 0.788715, 0.00616701, 0.0100499, 0.916469, 0
0.393632, 0.584054, -0.00343978, 0.00150548, 0.746687, 0.871136, 0.730283, 0.48868, 0.35708, 0.0598974, 0.00703813, 0.276998, 0.497264, 0.00102145, 0.751413, -0.00397252, 0.114352, 0.00751951, -0.00215984, 0.947398, 0
-0.00141733, 0.522309, 0.176142, 0.706397, 0.221888, 0.276043, 0.0138998, 0.43723, 0.154587, 0.00126389, 0.801663, 0.810412, -0.00620327, 0.427087, -0.00935798, 0.543605, 0.619526, -0.0026588, 0.628316, 0.0153597, 0
0.961138, 0.519553, -0.00882342, 0.841222, 0.891846, 0.72269, 0.001136, 0.884094, 0.0035866, 0.878915, 0.379573, 0.666956, 0.517342, 0.00648271, 0.72567, -0.00108752, 0.0818726, -0.00400375, -0.000186553, 0.380189, 0
0.206307, -0.000478474, 0.494635, 0.901796, 0.606394, 0.833488, 0.94959, 0.968888, 0.000704665, 0.089974, 0.317244, 0.638571, 0.00456312, 0.775376, 0.0367627, -0.0105564, 0.0835055, 0.0156058, 0.0063047, 0.997288, 2
0.925972, -0.0244309, 0.0373314, 0.114682, 0.0128216, 0.255053, 0.205537, 0.796067, 0.466922, -0.00878763, 0.0909506, 0.938063, 0.269253, -0.018482, 0.0032622, 0.838791, -0.0129876, 0.404902, 0.00689502, 0.218704, 0
0.229295, -0.0062942, 0.756801, -0.00502339, 0.356985, 0.0239845, 0.855736, 0.646569, 0.376814, 0.19832, 0.263642, -0.00398448, 1.38885e-05, 0.86959, 0.00949269, 0.3376, 0.0111961, 0.550407, 0.438581, -0.00126218, 0
0.365919, 0.643529, -0.00478021, 0.221201, 0.0192006, 0.985695, -0.000451964, 0.59805, 0.88133, -0.000449907, 0.605416, 0.725943, 0.0097418, 0.557776, 0.0623537, -0.00750722, -0.0136987, 0.149416, 0.45271, -0.0136831, 0
0.17976, 0.108669, -0.0246729, 0.0925176, 0.644382, 0.0117953, -0.0161475, 0.321786, 0.0126401, 0.796329, 0.0783108, 0.06313, 0.534719, -0.000403498, 0.151188, 0.026067, 0.937749, 0.00322057, 0.798302, 0.0110749, 0
0.747893, 0.472544, -0.0018717, 0.819362, -0.0187016, 0.488181, 0.567829, 0.678666, 0.010595, 0.736191, -0.00813046, 0.364824, 0.891965, 0.0164652, 0.413231, 0.00463661, 0.0046162, 0.778945, 0.0197648, 0.00536984, 0
0.799968, -0.00652651, 0.922499, 0.326537, 0.415289, 0.393335, -0.0133532, 0.602435, 0.471626, 0.728621, 0.208383, 0.0102424, 0.303271, 0.00353054, -0.0118424, 0.721937, -0.00410967, 0.965055, 0.00972613, -0.00820869, 0
-0.011427, 0.224978, 0.459443, 0.730764, 0.0591378, -0.00284132, 0.210357, 0.88159, 0.849301, 0.455672, 0.381575, -0.00196471, 0.579892, -0.00452909, 0.0111086, 0.580389, 0.573246, -0.0125625, -0.00301903, 0.899686, 0
0.0700569, 0.16334, -0.00226068, 0.432233, -0.0151975, 0.612799, 0.374697, 0.284757, 0.102062, 0.340182, 0.837839, -0.00269766, -0.0131186, 0.147497, 0.385437, -0.0244104, -0.00463172, 0.324627, 0.594545, -0.0037171, 0
0.00593084, 0.941944, 0.205774, 0.798226, 0.746982, -0.00660741, 0.945239, -0.0133124, 0.615332, 0.802233, 0.659034, 0.84656, 0.830541, -0.000759408, 0.599783, 0.78035, 0.999352, -0.010595, 0.00739367, 0.861734, 16
0.214154, 0.826711, -0.000370549, 0.696563, 0.961082, 0.78621, -0.0100152, 0.239053, 0.57807, 0.63722, -0.00286279, 0.101586, -0.00488755, 0.731975, 0.91289, -0.0223854, -0.00597783, 0.425667, -0.0116997, 0.392497, 0
0.46179, 0.0209158, 0.00716509, 0.143066, 0.00933293, 0.962889, 0.607159, -0.00248691, 0.976976, 0.921996, 0.786086, 0.997085, 0.60558, 0.00980315, 0.310664, 0.00710917, 0.00273663, 0.340139, -0.00702408, 0.445882, 0
-0.0136936, 0.372803, 0.180192, 0.0851275, -0.00649896, 0.3539, 0.654736, 0.0670941, 0.921676, 0.338707, 0.275101, 0.00367097, -0.00144913, 0.877653, 0.742611, -0.0109967, -0.0165309, 0.624477, 0.840189, 0.00170122, 0
0.449828, 0.00175969, 0.442825, 0.462809, 0.672596, 0.168568, 0.00831306, 0.48554, -0.0105119, 0.104038, 0.832112, 0.40341, -0.0117417, 0.441452, 0.0121992, 0.888181, -0.00514516, 0.258893, 0.401192, -0.0155375, 0
0.384135, 0.273385, 0.00139077, 0.779387, 0.67491, 0.336749, -0.00662185, -0.00659529, 0.616989, 0.495487, 0.937961, 0.467891, 0.359858, 0.00537454, 0.772436, -0.00950953, 0.0155982, 0.515462, -0.00726084, 0.665711, 0
0.501591, 0.0283436, 0.00528925, 0.7209, 0.0821959, -0.0218443, 0.56717, 0.0268894, 0.32563, 0.536406, 0.0101213, 0.830948, -0.0112592, 0.543668, 0.123098, -0.00771831, 0.411979, -0.0019996, -0.00769069, 0.442697, 0
0.279276, 0.843672, -0.00122244, 0.196694, 0.589018, 0.0202995, 0.760604, -0.00436945, 0.167338, 0.0253243, 0.696487, 0.582498, -0.00872414, 0.692488, 0.703075, -0.0157276, 0.00161751, 0.843622, 0.584762, 0.00223683, 0
0.0772366, -0.00511749, 0.346724, 0.760749, 0.00113052, 0.999018, 0.910754, 0.406467, 0.775813, -9.57629e-05, 0.752659, 0.514932, 0.0120647, 0.963863, 0.314793, -0.00172284, 0.64565, 0.00442791, 0.0054194, 0.964943, 0
0.0292858, 0.903662, -0.00314617, 0.826381, 0.272026, 0.322084, 0.00298888, 0.708068, 0.291564, 0.456386, 0.335271, 0.00783484, 0.900638, 0.000593718, -0.00659337, 0.585733, -0.012387, 0.591836, 0.0125696, -0.00538553, 0
0.00914042, 0.889026, 0.295268, 0.236423, 0.16778, 0.276322, -0.00401777, -0.0172327, 0.00546951, 0.289247, 0.992532, 0.63601, 0.0309317, 0.00248127, 0.237829, 0.0322472, 0.475348, -0.0127531, 0.193996, -0.000498342, 0
0.235769, 0.553619, 0.0126888, -0.0036132, 0.234598, 0.241405, 0.27659, 0.643369, 0.000827319, 0.337072, 0.267089, 0.965106, 0.178221, -0.00210753, -0.00101015, 0.750693, -0.000792699, 0.951997, 0.00517334, 0.135619, 0
0.323805, 0.00112016, 0.690855, 0.63603, -0.00317634, 0.269707, 0.940864, 0.620397, 0.85321, 0.143881, 0.480184, 0.0108609, 0.0131489, 0.237781, 0.0119066, 0.3929, 0.036372, -0.0116619, -0.000246385, 0.26091, 0
0.497579, 0.00556242, 0.279615, 0.147812, 0.941297, 0.00371991, 0.670344, 0.993939, 0.614688, -0.00502321, 0.493048, 0.120133, 0.00991686, 0.579998, 0.0364156, -0.014183, 0.0152704, 0.802134, 0.59887, -0.0065676, 0
0.698433, 0.00541279, 0.601163, 0.0140448, 0.709894, 0.783562, 0.498991, 0.938569, 0.00265717, 0.0138885, 0.273879, 0.904945, 0.000414569, 0.491776, 0.455645, 0.0130428, -0.00960437, 0.330438, 0.0874415, 0.0118767, 0
0.423303, -0.00292389, 0.147898, 0.71646, 0.268221, 0.00135073, 0.150616, 0.970737, 0.953779, 0.725709, 0.00427049, 0.535933, 0.493896, 0.00241205, 0.265902, -0.012943, 0.0161213, 0.430972, -0.0232501, 0.498613, 0
0.137001, 0.968675, -0.00522999, -0.00125435, 0.349252, 0.692648, 0.917696, -0.00192677, 0.869128, 0.808785, 0.870239, 0.804082, 0.00366226, 0.397959, 0.895716, 0.00145523, 0.528704, 0.00772659, 0.00123267, 0.0585179, 0
0.0399187, 0.106775, -0.00278252, 0.985204, 0.866696, 0.0106836, 0.48153, 0.999101, 0.260057, -0.00954204, 0.955054, 0.0665597, 0.0997004, -0.00479046, 0.917771, 0.00480533, -0.00427836, 0.0755724, 0.711618, 0.00618264, 0
0.00345789, 0.28286, 0.799463, 0.675411, 0.604035, 0.658004, -0.000461486, 0.442881, 0.751617, 0.857572, 0.946923, -0.000332111, -0.00852414, 0.589722, 0.455852, -0.00284046, 0.0129881, 0.139433, 0.870944, 0.00227461, 0
0.0252851, 0.024559, 0.168697, -0.00496593, 0.964973, 0.0470648, 0.70327, 0.487406, 0.826943, 0.0046199, 0.653657, 0.539489, -0.00438652, 0.518424, 0.800444, -0.00646351, 0.00594165, 0.811715, 0.019054, 0.659837, 0
0.606734, -0.000598867, 0.570603, -0.00385043, 0.549118, 0.683893, 0.745861, 0.966928, 0.012907, 0.874504, 0.914963, 0.803481, -0.0018882, 0.707157, -0.00619827, 0.487662, 0.756139, -0.00671891, -0.0202882, 0.854108, 0
0.982391, 0.00716893, 0.285378, 0.169902, 0.762405, 0.0188551, 0.160991, 0.585083, 0.373081, 0.790578, 0.0127135, 0.802178, -0.0114938, 0.017364, 0.810609, -0.0149367, 0.0105936, 0.567838, 0.851144, -0.000947155, 0
0.00323576, 0.200027, 0.134828, 0.550573, 0.37563, 0.978534, 0.0147678, -0.0177992, 0.973759, 0.74169, 0.477626, 0.163764, 0.893265, 0.0150467, 0.013395, 0.901298, 0.000821488, 0.800611, 0.0164785, 0.536273, 0
0.509328, 0.441104, -0.0300747, 0.345362, 0.240203, -0.00668834, 0.152995, 0.191814, 0.620172, 0.13474, -0.0109213, 0.988493, 0.251654, 0.00356796, 0.0130981, 0.647236, 0.00309293, 0.0149111, 0.467598, -0.000731748, 0
0.0914278, -0.0070678, 0.172815, -0.00237484, 0.9686, 0.1664, 0.943186, 0.692556, 0.0423979, 0.87338, 0.122713, 0.00670846, 0.212734, -0.000900721, -0.00587104, 0.141898, -0.0124564, 0.827176, 0.978003, -0.000352111, 0
0.568333, 0.209344, -0.00964585, 0.244287, 0.00205638, 0.667952, 0.840847, 0.0173659, 0.97121, 0.416096, 0.138517, 0.721681, 0.368738, 0.00693608, -0.00238555, 0.6346, 0.732862, 0.00540024, 0.109123, 0.0133043, 0
-0.0127984, 0.753624, 0.877545, 0.514268, 0.332566, 0.769998, -0.00865417, 0.172807, 0.421133, 0.644624, 0.020397, 0.802881, 0.483583, 0.0263635, 0.29527, 0.0127344, -0.00755425, 0.575138, 0.02372, 0.00634197, 0
0.654809, 0.0959025, 0.00101969, -0.0044389, 0.29004, 0.276066, 0.318076, 0.429677, 0.731921, 0.284869, 0.0143185, 0.979657, -0.00012505, 0.262226, 0.0679929, -0.0124692, 0.386343, 0.00544849, 0.0118772, 0.871427, 0
0.602988, 0.393302, 0.0177008, 0.0463027, 0.543334, 0.909361, 0.0176628, -0.00382846, 0.539377, 0.862687, 0.123865, 0.874961, 0.091925, 0.00160947, 0.0310712, 0.00380626, -0.000221014, 0.791252, 0.361209, 0.0104412, 0
0.997636, -0.0110057, 0.698553, 0.0697684, 0.0841671, -0.00333983, 0.292447, 0.39793, 0.00761373, 0.885658, 0.93475, 0.763924, -0.00602567, 0.268913, 0.313842, -0.00193767, -0.008281, 0.120384, -0.00106974, 0.423201, 0
0.556303, 0.577747, 0.00785518, 0.987038, 0.0147244, 0.694761, 0.734546, 0.433128, 0.549103, 0.669351, 0.75209, -0.00603074, 0.0937005, 0.0205356, 0.825181, 0.0137572, 0.000430835, 0.491518, 0.288439, 0.0107806, 0
-0.00279346, 0.440134, 0.0190421, 0.0595207, 0.0117229, -0.0143955, 0.896173, 0.786846, 0.894992, 0.00709837, 0.321739, 0.287019, -0.000678979, 0.855748, 0.468506, 0.00631521, 0.00423137, 0.0197461, 0.00588749, 0.908794, 0
0.665151, -0.00823779, 0.061567, 0.730139, 0.793884, -0.00866964, 0.0430009, 0.37786, 0.318265, 0.916153, 0.0204606, 0.154705, 0.852224, -0.000156644, 0.00754145, 0.421795, -0.00886159, 0.0708717, 0.00226888, 0.189368, 0
-0.0118236, 0.956976, 0.242997, -0.0088973, 0.905573, 0.575522, 0.383632, 0.104256, 0.240495, 0.261481, 0.324104, -0.00754602, 0.0145125, -0.0130392, 0.737896, -0.00466629, 0.0119615, 0.208004, 0.980684, 0.0150163, 0
0.812594, -0.0123986, 0.582863, 0.0717165, 0.762977, 0.00652963, 0.638328, 0.466203, 0.623518, 0.0932258, 0.707273, 0.0203721, -0.00128652, 0.34836, -0.0122217, 0.932518, 0.00229732, 0.329579, 0.594189, -0.00870289, 0
-0.00392791, 0.854913, 0.917126, 0.12244, -0.00110537, 0.114316, 0.492742, 0.410307, 0.0204669, 0.0248542, 0.645383, 0.16577, 0.803615, -0.0129067, 0.0022582, 0.955108, -0.0044334, 0.363721, 0.840385, -0.013343, 0
0.00398167, 0.290993, 0.123445, 0.994426, 0.00811016, 0.218337, 0.899265, 0.232462, 0.997724, 0.0149947, 0.982532, 0.25044, 0.00308878, 0.0982177, -0.0045724, 0.398787, 0.534129, -0.00502012, 0.299934, 0.00326087, 0
-0.000527459, 0.342175, 0.932641, 0.221273, -0.00935301, 0.916294, 0.799069, 0.460038, -0.00209133, 0.417072, 0.78636, 0.264776, 0.147732, -0.00423583, -0.00648818, 0.457859, 0.0132609, 0.694407, 0.000652636, 0.0068039, 0
0.766975, -0.00935999, 0.697793, 0.711255, 0.608636, 0.00238414, 0.345407, 0.457429, 0.644728, 0.633861, 0.964824, 0.0129881, 0.00203865, 0.339232, -0.0016838, 0.29971, -0.00248506, 0.241724, 0.00483162, 0.465128, 0
-0.00442614, 0.130455, 0.888086, 0.119441, -0.023188, 0.724846, 0.405477, 0.836893, 0.786331, 0.87714, 0.0131261, 0.196377, -0.000582296, 0.825942, 0.00354785, 0.435013, 0.269767, 0.00296531, 0.757588, 0.0138469, 0
0.845405, -0.00702105, 0.830431, 0.393418, 0.102818, 0.749567, -0.0133986, 0.00363959, 0.560241, 0.96987, 0.878776, 0.886793, 0.0177615, 0.307436, 0.496751, 0.00450149, 0.719269, -9.6878e-06, 0.988282, -0.00257876, 0
0.00397118, 0.957889, 0.620449, 0.228804, 0.467206, 0.0161345, 0.118263, 0.150679, 0.282488, -0.00429423, 0.357165, 0.896336, 0.83804, 0.0158197, 0.00169645, 0.078967, 0.842683, -0.0170936, 0.00485638, 0.35393, 0
0.97945, 0.0059192, 0.767489, 0.837036, 0.00828779, 0.234454, 0.690997, 0.77916, 0.191379, 0.331613, 1.34799e-05, 0.300599, -0.00400137, 0.045352, 0.540221, 0.00552288, 0.00869229, 0.0427717, 0.899782, 0.00697052, 0
0.0418268, -0.000634798, 0.00223702, 0.163649, 0.587501, 0.520772, 0.00334352, 0.136372, 0.0305245, 0.00637657, -0.0180537, 0.162088, -0.00693643, 0.771819, -0.0171582, 0.726345, 0.0654742, 0.0104084, 0.0146353, 0.962875, 0
0.428988, -0.0086908, 0.119946, 0.279437, -0.00433542, 0.557825, 0.521581, 0.439311, -0.0204508, 0.0933468, 0.208877, 0.913595, 0.454475, 0.00748972, -0.00635411, 0.745947, -0.00962831, 0.629899, 0.0100959, 0.689877, 0
0.107074, 0.013037, 0.118919, 0.426961, -0.0010231, 0.847326, 0.971147, 0.724104, -0.0117764, 0.631385, 0.216099, 0.90857, 0.000993904, 0.0799133, 0.473817, -0.00522722, 0.829152, -0.00437894, 0.807747, -0.00557421, 0
0.593298, -0.013992, 0.393744, 0.329893, 0.484873, 0.0150347, 0.943987, 0.880853, 0.392771, -0.00301534, 0.255477, 0.24185, 0.631157, -0.00748975, -0.0276591, 0.166512, -0.00450837, 0.534961, 0.00248504, 0.706385, 0
-0.0038246, 0.820244, 0.660145, 0.0622999, 0.011612, 0.527256, 0.603397, 0.643807, 0.761835, 0.225869, 0.0142608, 0.280738, 0.0742177, 0.0155684, -0.000279289, 0.255657, 0.00200243, 0.834484, 0.388527, 0.00558387, 0
0.100044, 0.512054, -0.00420629, 0.99395, 0.548283, 0.521825, 0.000836442, 0.573542, 0.960165, 0.758424, 0.00849405, 0.393376, 0.00900245, 0.537314, 0.00325657, 0.89165, -0.00548798, 0.222699, 0.00632743, 0.887751, 0
0.464398, 0.0985397, -0.00857639, 0.593398, 0.611557, 0.821117, 0.860363, 0.707513, 0.326087, -0.0064495, 0.458992, 0.649779, 0.596241, -0.0046363, 0.822578, 0.00556418, -0.00724865, 0.423362, -0.0113596, 0.636313, 2
