@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute var_0033 real
@attribute var_0034 real
@attribute var_0035 real
@attribute var_0036 real
@attribute var_0037 real
@attribute var_0038 real
@attribute var_0039 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 64, 128, 256, 512}

@data
0.0749765, 0.872309, 0.131517, 0.00416015, 0.339941, 0.504659, 0.00514575, 0.601056, 0.245901, 0.395775, -0.00972287, 0.066762, 0.158997, 0.343753, 0.622864, 0.0072917, -0.00288173, 0.889779, 0.874186, 0.464592, -0.00531166, 0.715179, 0.0106858, 0.917715, 0.771954, -0.0110458, 0.708394, 0.0305821, 0.203551, 0.655994, -0.0108736, 0.604832, 0.491907, 0.40919, 0.000719567, 0.802909, -0.00606591, 0.0266162, 0.219516, 0.52286, 0
0.530249, 0.11595, 0.00507903, 0.675239, 0.827417, 0.0197633, 0.135109, 0.577535, 0.653824, 0.993373, 0.0138092, -0.00886752, 0.977457, 0.694133, 0.642246, 0.0579857, -0.0114761, 0.818007, 0.904437, 0.166504, -0.00163272, 0.785082, 0.856135, 0.694337, 0.83828, 0.588593, 0.00664443, 0.0366401, 0.00298374, 0.676904, 0.574272, 0.133352, 0.418754, 0.535631, 0.403939, 0.00572025, 0.635444, -0.00686946, 0.103826, 0.29525, 0
0.68596, -0.0106225, 0.181322, 0.371121, 0.196573, 0.0122568, 0.727394, 0.843364, 0.00793809, 0.717099, 0.13456, 0.22682, 0.413668, -0.0136583, 0.573422, 0.671912, 0.232457, 0.740803, 0.0134704, 0.847741, 0.0806498, 0.176331, 0.935144, 0.0118972, 0.271888, 0.760356, 0.428928, 0.00160198, 0.0019611, 0.519465, 0.322459, 0.240739, 0.833889, 0.735086, -0.00807292, 0.642881, 0.627496, 0.859418, 0.283729, 0.000671588, 0
0.62401, 0.461865, 0.757499, 0.00580314, 0.965857, 0.857643, -0.00523136, 0.005487, 0.458388, 0.989817, 0.86049, 0.912569, 0.274182, 0.849273, -0.00128612, 0.687293, -0.00315741, 0.62511, 0.638759, 0.000900273, 0.68549, 0.0165366, 0.139312, 0.2526, 0.234675, 0.00639005, 0.871807, 0.776132, 0.00674336, 0.72013, 0.196531, 0.41679, 0.966968, 0.00987063, 0.0190349, 0.858001, 0.171324, 0.880289, -0.00499731, 0.970229, 0
0.380435, 0.23836, 0.0544041, -0.00461956, 0.693416, 0.222676, -0.00292164, 0.430868, 0.572479, 0.347561, -0.00221007, 0.104939, 0.202761, 0.514266, -0.0028026, 0.922131, 0.159256, 0.791659, 0.611298, 0.0102372, 0.74469, 0.0459135, -0.00425963, 0.512506, 0.60201, 0.748641, 0.785325, 0.0012749, 0.0134513, 0.978135, 0.709177, 0.744377, 0.953482, 0.554867, 0.36461, 0.0076407, 0.760827, 0.00384604, 0.531138, 0.224146, 0
0.0949012, -0.00868373, 0.472307, 0.662926, 0.643978, -0.00710514, 0.243985, 0.207655, 0.0909377, 0.00471755, 0.244645, -0.00325623, 0.839237, 0.481867, 0.721528, 0.829698, 0.634446, 0.0658549, -0.00226025, 0.731646, 0.487889, 0.178378, 0.491632, -0.00318021, 0.104548, 0.00809759, 0.274877, 0.279359, 0.74345, 0.994352, 0.570356, 0.128768, -0.00650119, 0.893343, 0.812706, -0.0162267, 0.513748, -0.0230627, 0.0472236, 0.588242, 0
0.00843364, 0.283658, 0.799701, 0.100496, -0.0108324, 0.484185, 0.168521, 0.123786, -0.0201945, 0.30834, 0.929895, 0.448111, 0.519977, -0.00704016, 0.443212, 0.838987, -0.00211021, 0.313184, 0.565196, 0.101011, 0.014538, 0.86911, 0.994148, 0.540858, 0.332817, 0.158339, 0.00473656, 0.298985, 0.818467, 0.005915, 0.285924, 0.649793, 0.363781, 0.585338, 0.951121, 0.00162317, 0.172732, -1.45267e-05, 0.698284, 0.324047, 0
0.117438, 0.232114, 0.0203276, 0.00994416, 0.865265, -0.00920509, 0.112223, 0.993226, 0.0205848, 0.12608, -0.00427126, 0.414851, 0.760802, 0.433059, 0.94919, -0.000720599, 0.299206, 0.410591, 0.0116599, 0.975444, 0.739491, 0.208739, 0.265124, -0.00483637, 0.508439, -0.00954144, 0.658822, 0.12872, 0.687473, 0.985478, 0.00654194, 0.994804, 0.000375372, 0.932045, -0.0036542, 0.436409, 0.00222628, 0.0694944, 0.397748, 0.860632, 0
-0.0198207, 0.430763, 0.107797, 0.876293, 0.124879, -0.0092075, 0.785196, 0.0622229, -0.0151308, 0.148442, 0.21151, 0.859821, 0.242275, 0.512946, -0.000965164, 0.310739, 0.516662, 0.720855, 0.0046386, 0.764644, -0.0119148, 0.159527, 0.259306, 0.598817, 0.000394938, 0.488271, 0.300267, 0.303113, 0.763823, 0.734445, 0.432637, 0.60707, -0.000594182, 0.303757, 0.763453, 0.0026107, -0.00802607, 0.147566, 0.404023, 0.917153, 0
0.668543, 0.386491, 0.00058164, 0.801954, 0.517568, 0.0732229, 0.0036543, -0.000629748, 0.402925, 0.697479, 0.177739, 0.109653, 0.904556, -0.0185052, 0.291361, 0.542507, 0.486378, 0.773422, 0.0101982, 0.23581, 0.902568, -0.000431666, 0.122016, 0.209531, 0.444023, 0.771833, -0.00149981, 0.856592, 0.283033, 0.0275264, 0.00190775, 0.67445, 0.35096, 0.840269, 0.315679, -0.00579063, -0.0100451, 0.735436, 0.230618, 0.564864, 0
-0.00848151, 0.588612, 0.326621, 0.85438, 0.747855, 0.00765044, 0.743775, 0.0509314, 0.582596, -0.00257995, 0.908532, 0.154249, 0.0498816, 0.452008, 0.00132162, 0.230744, 0.867427, 0.810517, 0.393386, 0.0112791, 0.338114, 0.490037, 0.649814, -0.0125296, 0.815879, -0.00939158, 0.292378, 0.564269, 0.0221948, 0.363078, 0.455806, 0.509306, 0.985407, 0.661125, 0.00617881, 0.442444, 0.158653, 0.757498, -0.0060521, 0.856622, 0
0.323991, -0.0111745, 0.133974, 0.038236, -0.00219558, 0.53802, 0.33846, -0.00198033, 0.972519, 0.151033, 0.043473, 0.113803, 0.915932, 0.191813, 0.0195899, 0.65665, -0.000447029, 0.560734, 0.638567, 0.530278, 0.0117402, 0.9825, 0.531274, 0.562583, 0.00583223, 0.240236, 0.0340865, 0.509045, 0.412546, 0.166036, 0.0102342, 0.675971, 0.676978, 0.901693, 0.00315905, 0.55544, -0.00625849, 0.844313, 0.509584, 0.783194, 0
0.440021, 0.100835, 0.236917, 0.000341579, 0.659253, -0.0117605, 6.86993e-05, 0.0101618, 0.437002, 0.113225, -0.00183974, 0.0944963, 0.567557, 0.612771, 0.670679, 0.0197188, 0.270962, 0.937779, 0.48977, -0.00341079, 0.122182, 0.0809152, -0.0126762, 0.358903, -0.00452418, 0.00436441, 0.54525, 0.28693, 0.59248, 0.0134758, 0.664282, 0.807594, 0.105832, 0.790675, -0.00118756, 0.419781, 0.889816, 0.0227615, 0.842803, -0.00493025, 0
-0.00474706, 0.85694, 0.723113, 0.294759, 0.161109, 0.449642, -0.00266962, 0.000965487, 0.210162, 0.80309, 0.834706, 0.962919, 0.390415, 0.968117, 0.0203663, 0.896427, 0.0163025, 0.844441, 0.28806, 0.806436, 0.638761, 0.63022, 0.00715262, 0.34369, -0.00606989, 0.900504, 0.624917, 0.450001, 0.00777113, 0.773722, 0.162406, 0.818609, 0.256383, -0.00974142, 0.0534371, 0.151581, 0.925108, 0.00682368, 0.023233, 0.222069, 0
0.129464, 0.0665099, 0.000661071, 0.501318, 0.268434, 0.46815, -0.00481398, 0.0641199, 0.964099, 0.181944, 0.003495, 0.783847, 0.80258, 0.422661, 0.000743812, 0.482186, 0.190364, 0.970431, -0.00720422, 0.939907, 0.917876, 0.232118, -0.00797826, 0.183366, 0.0196704, 0.560921, 0.786987, 0.482952, 0.709612, 0.460716, 0.951968, 0.0281198, 0.792778, 0.486913, -0.00621066, 0.233942, 0.537625, -0.00143657, 0.197157, 0.509936, 0
0.000593052, 0.250065, 0.72843, 0.46175, 0.0276475, 0.328626, -0.0135954, 0.928421, -0.00164214, 0.974826, 0.512461, 0.0732129, 0.00907713, 0.727634, 0.792448, 0.300762, 0.911127, 0.178351, 0.459177, 0.00512304, 0.362162, 0.606056, -0.00598239, 0.182382, 0.764906, 0.949515, 0.256967, -0.0079784, 0.779599, 0.30167, 0.774685, 0.252181, -0.00373032, 0.85428, 0.825778, -0.00731345, 0.851564, -0.0113646, 0.508786, 0.181888, 0
0.00697698, 0.712505, 0.977566, 0.406283, -0.00737692, 0.390192, 0.805625, 0.726129, 0.236581, 0.925011, 0.00282979, -0.000166787, 0.260133, 0.0578533, 0.313201, 0.866588, 0.61143, 0.00477134, 0.620344, 0.495957, 0.972951, 0.0048522, 0.384066, 0.481921, 0.907434, 0.749505, 0.446644, -0.0151131, 0.632153, 0.953569, 0.0126736, 0.185689, 0.673731, 0.00415734, 0.998572, 0.572676, 0.106247, 0.60121, 0.16641, -0.0127069, 0
0.740086, 0.545638, 0.463466, 0.0137362, 0.783631, 0.182926, -0.00950658, 0.58728, 0.875104, 0.0226395, 0.721896, 0.749929, 0.601827, 0.411315, -0.0021481, 0.96465, 0.343965, 0.904989, 0.86575, 0.00044767, 0.496221, 0.352332, 0.0871297, 0.00484416, 0.677166, 0.677628, 0.318704, -0.00725406, 0.557382, 0.758369, 0.584873, 0.357604, -0.0140485, 0.868071, 0.0571469, -0.00493357, 0.00432267, 0.985346, 0.606392, 0.5302, 0
0.837545, 0.228003, 0.0570439, -0.0126142, -0.00673891, 0.428852, 0.254661, 0.237726, 0.644616, -0.00220364, 0.748277, 0.534349, 0.851225, 0.512914, 0.543719, 0.53651, 0.0522017, -0.0209776, 0.0803587, 0.630251, 0.138631, -0.00487316, 0.365857, 0.423901, 0.347412, 0.393351, -0.00625039, 0.899881, 0.413185, 0.022088, 0.465043, 0.000233206, 0.496583, 0.0979254, 0.00488591, 0.482487, 0.933562, 0.770776, 0.0203287, 0.00401455, 8
0.375511, 0.0780399, -0.00223954, 0.161292, 0.822621, -0.00654791, 0.173159, 0.0183564, 0.844746, 0.244113, 0.0886758, 0.0173943, 0.099052, 0.89142, 0.371148, 0.657727, 0.720014, 0.396312, 0.0187032, 0.927905, 0.0407695, 0.076878, -0.000540796, 0.0519638, 0.283045, 0.720339, -0.0023036, 0.899855, 0.772062, 0.943794, 0.578121, -0.0013842, 0.0314309, 0.0161405, 0.819247, 0.131672, 0.356331, -0.00158649, 0.307557, 0.0201479, 0
0.680761, 0.00522886, 0.254481, 0.355327, 0.00047122, 0.716418, 0.706713, 0.931927, -0.0175275, 0.273692, 0.925658, 0.866111, 0.531493, 0.794899, 0.363371, 0.00793361, 0.780313, 0.00529487, 0.196222, 0.831088, 0.0086518, 0.396933, 0.249939, 0.563956, -0.00948845, 0.222334, 0.349462, 0.758833, 0.0763722, 0.854526, 0.541587, -0.0148926, 0.669679, 0.00978256, 0.322483, 0.488483, 0.178868, -0.0087739, 0.658193, 0.354832, 0
0.00654659, -0.00879838, 0.760087, 0.83223, -0.00871137, 0.963039, 0.139934, 0.513741, -0.00374783, 0.00678957, 0.914761, 0.0162344, 0.839773, 0.300625, 0.602773, 0.358035, 0.0170291, 0.82923, 0.865136, 0.464547, 0.109421, 0.0129338, 0.0976933, 0.41072, 0.771739, 0.00330302, 0.875296, 0.501812, 0.00200965, 0.980283, 0.78329, 0.453125, 0.797964, 0.0539765, 0.838152, -0.00991436, 0.617152, -0.00153305, 0.882016, 0.426408, 0
0.169601, 0.0874569, -0.010749, 0.208218, 0.635523, -0.019094, 0.0507269, 0.0114001, 0.947572, 0.485653, 0.0183869, -0.0107922, 0.522792, 0.396023, 0.971891, 0.848786, 0.52821, 0.67291, -0.00304211, 0.43618, 0.591936, 0.880848, 0.684491, -0.00175402, 0.00484674, 0.934809, 0.857496, 0.416299, 0.33044, 0.767798, 0.739665, 0.0138013, 0.925287, -0.00795157, 0.53604, 0.650791, -0.0200328, 0.305542, 0.198147, 0.0378621, 0
0.000619776, 0.362596, 0.074703, 0.881936, 0.221275, 0.0121117, 0.0112708, 0.659181, 0.320305, 0.502618, 0.00104509, 0.830861, 0.723479, 0.796823, -0.00743851, 0.781848, 0.588043, 0.830788, 0.00437662, 0.845012, 0.54447, 0.338579, 0.429907, -0.0073705, 0.158481, 0.633135, 0.00545406, 0.265152, 0.306348, 0.382428, 0.616778, 0.00260495, 0.974362, 0.424246, 0.00627358, 0.30199, 0.22945, -0.00682994, 0.477217, 0.617341, 0
0.76518, 0.80473, 0.0014568, 0.0111235, 0.234253, 0.00278428, 0.510124, 0.541939, 0.171138, 0.407966, 0.00521216, 0.541284, 0.605967, 0.0396156, -0.00142806, 0.739387, 0.00164766, 0.492746, 0.809612, 0.412419, 0.478177, 0.205578, 0.520017, -0.0107726, 0.986371, 0.755091, 0.0206983, 0.971537, 0.726195, 0.783183, 0.0188342, 0.328574, -0.00069686, -0.00604694, 0.509308, 0.821762, -0.00727539, 0.731664, 0.277869, 0.321447, 0
0.877272, 0.72694, 0.390529, -0.0184983, 0.0598875, 0.0102887, 0.579366, 0.718711, 0.150528, -0.00141007, 0.706535, -0.00607408, 0.943872, 0.275836, 0.777996, 0.719188, 0.871564, 0.823741, 0.75093, 0.00988354, 0.592587, 0.149612, -8.45745e-05, 0.348842, 0.0102153, 0.22997, 0.175266, 0.00664154, 0.905913, 0.0103704, 0.472428, 0.111552, 0.182696, 0.533899, 0.416444, -0.00907138, 0.518312, 0.218595, 0.777385, 0.000544762, 0
0.889474, -0.0151498, 0.277594, 0.899101, 0.195858, 0.451861, -0.00205047, 0.227355, -0.00276011, 0.958022, 0.728349, -0.0134188, 0.54258, 0.782691, 0.0972763, 0.679053, 0.370281, 0.690615, 0.270611, 0.00100671, 0.684934, 0.853314, -0.00579536, 0.55858, 0.0115312, 0.543918, 0.550409, 0.505459, 0.393639, 0.0046033, 0.140466, 0.149013, 0.490948, 0.846542, 0.0170474, 0.723138, 0.31685, 0.247084, 0.103033, -0.00538989, 0
0.467465, 0.113639, 0.0029326, 0.678358, 0.247384, 0.0252065, 0.921613, 0.0201356, 0.880819, 0.172029, -0.0167168, 0.893688, 0.795737, 0.28423, -0.00579227, 0.155103, 0.522325, 0.661004, 0.907092, -0.00739768, 0.000949603, 0.0974881, 0.992456, 0.587193, 0.958214, 0.00347216, 0.37478, 0.826017, 0.362699, 0.813228, 0.290717, 0.353464, 0.00513748, 0.141393, 0.00728497, 0.793307, 0.00997077, 0.613079, 0.647038, 0.378684, 0
-0.00670547, 0.872394, 0.710156, 0.253364, 0.0934778, 0.00139781, 0.24726, 0.309971, 0.311485, 0.00971577, 0.15473, 0.3488, 0.39915, 0.921743, -0.00302903, 0.233401, 0.903055, 0.72466, 0.213619, -0.000692219, 0.206227, 0.978811, 0.452975, 0.00894679, 0.716906, 0.230038, 0.0288602, 0.0113957, 0.701332, 0.257255, 0.020804, 0.785501, 0.735538, 0.423406, 0.0105904, 0.919707, 0.0912012, 0.00756536, 0.898432, 0.935095, 0
0.0297634, 0.115248, 0.0125924, 0.13043, 0.554561, 0.00229796, 0.165882, 0.132197, 0.748805, -0.011489, 0.228503, 0.486416, 0.368216, 0.876676, 0.00802179, 0.0240777, 0.973066, 0.89647, 0.00654165, 0.874472, 0.598774, 0.912345, 0.00427996, 0.821204, 0.103209, 0.0132531, 0.887506, 0.701698, 0.0209007, 0.629502, 0.867869, 0.610691, 0.730147, 0.00867543, 0.712067, 0.554178, 0.859765, 0.29698, -0.00873399, 0.244885, 0
0.264849, 0.666547, -0.00537918, 0.379154, 0.00372529, 0.22086, 0.893701, 0.656855, 0.0220338, 0.441937, 0.99797, 0.0152815, 0.267884, 0.0706871, 0.914466, 0.288902, 0.000713448, 0.871948, 0.0755917, 0.608335, 0.0126548, 0.0816747, 0.101156, 0.127912, 0.644741, 0.827681, 0.0709132, -0.00077698, 0.594913, 0.657925, 0.836482, 0.474385, -0.000584279, 0.502987, 0.396908, 0.00496053, 0.0120343, 0.976755, 0.525292, 0.585737, 0
0.00724592, 0.545419, 0.428045, 0.715294, 0.12857, 0.00888736, 0.183079, 0.0031468, 0.92986, 0.787456, 0.722992, -0.00218408, 0.119834, 0.211857, 0.40594, 0.727648, -0.0101143, 0.189231, 0.781466, 0.553083, 0.371774, 0.0021258, 0.427695, 0.534318, 0.000553332, 0.894561, 0.588983, 0.304377, 0.00870681, 0.830587, 0.838998, 0.658182, 0.0608629, 0.453516, 0.00298376, 0.311185, 0.605476, 0.896682, -0.00907324, 0.323092, 0
0.594577, 0.383966, 0.0164161, 0.00690769, -8.26967e-05, 0.557942, 0.817813, 0.483023, 0.165957, 0.11827, 0.0116254, 0.194716, 0.884064, 0.678252, 0.997213, -0.00663524, 0.373598, 0.00131348, 0.142932, 0.322424, 0.223788, 0.388856, 0.0649011, -0.00381499, 0.0786061, -0.00697498, 0.358587, 0.510392, 0.137615, 0.809062, 0.944941, -0.00712308, 0.26521, -0.00458634, 0.949986, 0.667354, 0.580252, 0.630533, 0.343699, -0.00225223, 0
0.852946, 0.88355, 0.0107554, 0.849521, 0.176378, 0.561587, 0.0148054, 0.0639781, 0.717071, 0.26375, 0.0122159, 0.0142538, 0.173854, 0.303591, 0.0333905, 0.201645, 0.340209, 0.554939, 0.446614, -0.00845001, 0.392509, 0.793755, 0.0629599, 0.0066484, 0.19863, -0.00154882, 0.28243, 0.499839, 0.190311, -0.0156395, 0.365432, 0.660597, 0.826508, -0.000640052, 0.989788, 0.143129, 0.472088, 0.453651, 0.376806, -0.0206588, 0
0.58982, 0.506478, 0.458884, 0.0105292, 0.670678, -0.00457675, 0.011047, 0.986465, 0.283216, 0.860353, -0.00646895, 0.841696, 0.0225424, 0.747169, 0.56108, 0.3582, 0.0128723, 0.855095, 0.297189, 0.224958, -0.00137362, 0.95829, 0.81299, 0.370555, 0.346698, 0.227452, 0.0106174, 0.806329, 0.874797, 0.872435, 0.169276, -0.00431802, 0.755717, -0.000848893, 0.0542565, 0.106041, 0.379806, 0.462054, -0.000921305, 0.316781, 0
